event_id: EVT00000001, load_id: LOAD00000001, trip_id: TRIP00000001, event_type: Pickup, facility_id: FAC00034, scheduled_datetime: 2022-01-01 18:00:00.000000, actual_datetime: 2022-01-01 20:58:55.918185, detention_minutes: 0, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00000245, load_id: LOAD00000123, trip_id: TRIP00000123, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-02 08:00:00.000000, actual_datetime: 2022-01-02 07:00:00.807681, detention_minutes: 17, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00000246, load_id: LOAD00000123, trip_id: TRIP00000123, event_type: Delivery, facility_id: FAC00004, scheduled_datetime: 2022-01-03 06:54:00.807681, actual_datetime: 2022-01-03 05:14:43.292668, detention_minutes: 202, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000247, load_id: LOAD00000124, trip_id: TRIP00000124, event_type: Pickup, facility_id: FAC00007, scheduled_datetime: 2022-01-02 16:00:00.000000, actual_datetime: 2022-01-02 18:37:44.398910, detention_minutes: 62, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00000248, load_id: LOAD00000124, trip_id: TRIP00000124, event_type: Delivery, facility_id: FAC00009, scheduled_datetime: 2022-01-04 16:49:44.398910, actual_datetime: 2022-01-04 20:33:13.704142, detention_minutes: 0, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000249, load_id: LOAD00000125, trip_id: TRIP00000125, event_type: Pickup, facility_id: FAC00038, scheduled_datetime: 2022-01-02 09:00:00.000000, actual_datetime: 2022-01-02 09:51:16.109205, detention_minutes: 0, on_time_flag: True, location_city: Charlotte, location_state: NC
event_id: EVT00000250, load_id: LOAD00000125, trip_id: TRIP00000125, event_type: Delivery, facility_id: FAC00050, scheduled_datetime: 2022-01-02 22:09:16.109205, actual_datetime: 2022-01-02 20:14:00.394255, detention_minutes: 178, on_time_flag: True, location_city: Memphis, location_state: TN
event_id: EVT00000251, load_id: LOAD00000126, trip_id: TRIP00000126, event_type: Pickup, facility_id: FAC00044, scheduled_datetime: 2022-01-02 15:00:00.000000, actual_datetime: 2022-01-02 17:08:56.353027, detention_minutes: 13, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00000252, load_id: LOAD00000126, trip_id: TRIP00000126, event_type: Delivery, facility_id: FAC00004, scheduled_datetime: 2022-01-03 17:14:56.353027, actual_datetime: 2022-01-03 19:57:30.548164, detention_minutes: 107, on_time_flag: False, location_city: Dallas, location_state: TX
event_id: EVT00000253, load_id: LOAD00000127, trip_id: TRIP00000127, event_type: Pickup, facility_id: FAC00012, scheduled_datetime: 2022-01-02 15:00:00.000000, actual_datetime: 2022-01-02 14:46:07.562853, detention_minutes: 51, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000254, load_id: LOAD00000127, trip_id: TRIP00000127, event_type: Delivery, facility_id: FAC00030, scheduled_datetime: 2022-01-04 04:34:07.562853, actual_datetime: 2022-01-04 05:59:41.529882, detention_minutes: 90, on_time_flag: True, location_city: Detroit, location_state: MI
event_id: EVT00000255, load_id: LOAD00000128, trip_id: TRIP00000128, event_type: Pickup, facility_id: FAC00041, scheduled_datetime: 2022-01-02 07:00:00.000000, actual_datetime: 2022-01-02 10:20:23.748199, detention_minutes: 21, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00000256, load_id: LOAD00000128, trip_id: TRIP00000128, event_type: Delivery, facility_id: FAC00018, scheduled_datetime: 2022-01-02 23:02:23.748199, actual_datetime: 2022-01-02 23:15:10.472750, detention_minutes: 0, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000257, load_id: LOAD00000129, trip_id: TRIP00000129, event_type: Pickup, facility_id: FAC00039, scheduled_datetime: 2022-01-02 11:00:00.000000, actual_datetime: 2022-01-02 14:57:04.555710, detention_minutes: 131, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00000258, load_id: LOAD00000129, trip_id: TRIP00000129, event_type: Delivery, facility_id: FAC00036, scheduled_datetime: 2022-01-03 11:57:04.555710, actual_datetime: 2022-01-03 16:43:14.336022, detention_minutes: 158, on_time_flag: False, location_city: Dallas, location_state: TX
event_id: EVT00000259, load_id: LOAD00000130, trip_id: TRIP00000130, event_type: Pickup, facility_id: FAC00033, scheduled_datetime: 2022-01-02 13:00:00.000000, actual_datetime: 2022-01-02 12:01:13.613302, detention_minutes: 126, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000260, load_id: LOAD00000130, trip_id: TRIP00000130, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-03 19:07:13.613302, actual_datetime: 2022-01-03 18:08:07.240543, detention_minutes: 191, on_time_flag: True, location_city: Los Angeles, location_state: CA
event_id: EVT00000261, load_id: LOAD00000131, trip_id: TRIP00000131, event_type: Pickup, facility_id: FAC00006, scheduled_datetime: 2022-01-02 14:00:00.000000, actual_datetime: 2022-01-02 16:23:37.541555, detention_minutes: 80, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000262, load_id: LOAD00000131, trip_id: TRIP00000131, event_type: Delivery, facility_id: FAC00021, scheduled_datetime: 2022-01-03 04:53:37.541555, actual_datetime: 2022-01-03 03:02:33.329664, detention_minutes: 108, on_time_flag: True, location_city: Charlotte, location_state: NC
event_id: EVT00000263, load_id: LOAD00000132, trip_id: TRIP00000132, event_type: Pickup, facility_id: FAC00002, scheduled_datetime: 2022-01-02 17:00:00.000000, actual_datetime: 2022-01-02 17:55:17.475880, detention_minutes: 10, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00000264, load_id: LOAD00000132, trip_id: TRIP00000132, event_type: Delivery, facility_id: FAC00038, scheduled_datetime: 2022-01-03 05:19:17.475880, actual_datetime: 2022-01-03 07:20:06.284734, detention_minutes: 92, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00000265, load_id: LOAD00000133, trip_id: TRIP00000133, event_type: Pickup, facility_id: FAC00004, scheduled_datetime: 2022-01-02 11:00:00.000000, actual_datetime: 2022-01-02 12:39:07.169113, detention_minutes: 79, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00000266, load_id: LOAD00000133, trip_id: TRIP00000133, event_type: Delivery, facility_id: FAC00004, scheduled_datetime: 2022-01-04 03:27:07.169113, actual_datetime: 2022-01-04 02:18:52.770185, detention_minutes: 194, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00000267, load_id: LOAD00000134, trip_id: TRIP00000134, event_type: Pickup, facility_id: FAC00029, scheduled_datetime: 2022-01-02 16:00:00.000000, actual_datetime: 2022-01-02 15:58:59.628941, detention_minutes: 161, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000268, load_id: LOAD00000134, trip_id: TRIP00000134, event_type: Delivery, facility_id: FAC00048, scheduled_datetime: 2022-01-02 17:40:59.628941, actual_datetime: 2022-01-02 15:09:19.802361, detention_minutes: 161, on_time_flag: False, location_city: New York, location_state: NY
event_id: EVT00000269, load_id: LOAD00000135, trip_id: TRIP00000135, event_type: Pickup, facility_id: FAC00011, scheduled_datetime: 2022-01-02 17:00:00.000000, actual_datetime: 2022-01-02 15:35:19.095849, detention_minutes: 0, on_time_flag: True, location_city: Chicago, location_state: IL
event_id: EVT00000270, load_id: LOAD00000135, trip_id: TRIP00000135, event_type: Delivery, facility_id: FAC00025, scheduled_datetime: 2022-01-04 09:17:19.095849, actual_datetime: 2022-01-04 10:56:30.623540, detention_minutes: 89, on_time_flag: True, location_city: Los Angeles, location_state: CA
event_id: EVT00000271, load_id: LOAD00000136, trip_id: TRIP00000136, event_type: Pickup, facility_id: FAC00015, scheduled_datetime: 2022-01-02 12:00:00.000000, actual_datetime: 2022-01-02 14:17:50.828564, detention_minutes: 74, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000272, load_id: LOAD00000136, trip_id: TRIP00000136, event_type: Delivery, facility_id: FAC00008, scheduled_datetime: 2022-01-03 19:29:50.828564, actual_datetime: 2022-01-03 22:36:00.854476, detention_minutes: 115, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00000273, load_id: LOAD00000137, trip_id: TRIP00000137, event_type: Pickup, facility_id: FAC00038, scheduled_datetime: 2022-01-02 14:00:00.000000, actual_datetime: 2022-01-02 14:59:36.659761, detention_minutes: 46, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00000274, load_id: LOAD00000137, trip_id: TRIP00000137, event_type: Delivery, facility_id: FAC00038, scheduled_datetime: 2022-01-04 14:35:36.659761, actual_datetime: 2022-01-04 11:45:38.566633, detention_minutes: 191, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00000275, load_id: LOAD00000138, trip_id: TRIP00000138, event_type: Pickup, facility_id: FAC00050, scheduled_datetime: 2022-01-02 07:00:00.000000, actual_datetime: 2022-01-02 05:28:09.309373, detention_minutes: 25, on_time_flag: True, location_city: Chicago, location_state: IL
event_id: EVT00000276, load_id: LOAD00000138, trip_id: TRIP00000138, event_type: Delivery, facility_id: FAC00043, scheduled_datetime: 2022-01-03 20:04:09.309373, actual_datetime: 2022-01-03 20:06:45.764055, detention_minutes: 216, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000277, load_id: LOAD00000139, trip_id: TRIP00000139, event_type: Pickup, facility_id: FAC00003, scheduled_datetime: 2022-01-02 13:00:00.000000, actual_datetime: 2022-01-02 11:29:22.397547, detention_minutes: 40, on_time_flag: True, location_city: New York, location_state: NY
event_id: EVT00000278, load_id: LOAD00000139, trip_id: TRIP00000139, event_type: Delivery, facility_id: FAC00029, scheduled_datetime: 2022-01-02 13:23:22.397547, actual_datetime: 2022-01-02 12:48:21.030469, detention_minutes: 81, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000279, load_id: LOAD00000140, trip_id: TRIP00000140, event_type: Pickup, facility_id: FAC00035, scheduled_datetime: 2022-01-02 08:00:00.000000, actual_datetime: 2022-01-02 10:22:05.130846, detention_minutes: 65, on_time_flag: False, location_city: Miami, location_state: FL
event_id: EVT00000280, load_id: LOAD00000140, trip_id: TRIP00000140, event_type: Delivery, facility_id: FAC00026, scheduled_datetime: 2022-01-04 16:52:05.130846, actual_datetime: 2022-01-04 22:35:27.748013, detention_minutes: 161, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000281, load_id: LOAD00000141, trip_id: TRIP00000141, event_type: Pickup, facility_id: FAC00019, scheduled_datetime: 2022-01-02 17:00:00.000000, actual_datetime: 2022-01-02 20:41:36.900997, detention_minutes: 174, on_time_flag: False, location_city: Phoenix, location_state: AZ
event_id: EVT00000282, load_id: LOAD00000141, trip_id: TRIP00000141, event_type: Delivery, facility_id: FAC00041, scheduled_datetime: 2022-01-03 08:47:36.900997, actual_datetime: 2022-01-03 09:20:38.865462, detention_minutes: 144, on_time_flag: True, location_city: Denver, location_state: CO
event_id: EVT00000283, load_id: LOAD00000142, trip_id: TRIP00000142, event_type: Pickup, facility_id: FAC00013, scheduled_datetime: 2022-01-03 14:00:00.000000, actual_datetime: 2022-01-03 17:48:17.530485, detention_minutes: 27, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00000284, load_id: LOAD00000142, trip_id: TRIP00000142, event_type: Delivery, facility_id: FAC00040, scheduled_datetime: 2022-01-05 14:06:17.530485, actual_datetime: 2022-01-05 19:34:09.948428, detention_minutes: 197, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000285, load_id: LOAD00000143, trip_id: TRIP00000143, event_type: Pickup, facility_id: FAC00031, scheduled_datetime: 2022-01-03 09:00:00.000000, actual_datetime: 2022-01-03 07:33:32.602918, detention_minutes: 32, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000286, load_id: LOAD00000143, trip_id: TRIP00000143, event_type: Delivery, facility_id: FAC00011, scheduled_datetime: 2022-01-04 16:27:32.602918, actual_datetime: 2022-01-04 16:45:26.902958, detention_minutes: 76, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000287, load_id: LOAD00000144, trip_id: TRIP00000144, event_type: Pickup, facility_id: FAC00028, scheduled_datetime: 2022-01-03 12:00:00.000000, actual_datetime: 2022-01-03 14:57:09.384546, detention_minutes: 28, on_time_flag: False, location_city: New York, location_state: NY
event_id: EVT00000288, load_id: LOAD00000144, trip_id: TRIP00000144, event_type: Delivery, facility_id: FAC00046, scheduled_datetime: 2022-01-03 16:33:09.384546, actual_datetime: 2022-01-03 20:31:22.612453, detention_minutes: 0, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00000289, load_id: LOAD00000145, trip_id: TRIP00000145, event_type: Pickup, facility_id: FAC00048, scheduled_datetime: 2022-01-03 14:00:00.000000, actual_datetime: 2022-01-03 13:23:10.387157, detention_minutes: 137, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000290, load_id: LOAD00000145, trip_id: TRIP00000145, event_type: Delivery, facility_id: FAC00026, scheduled_datetime: 2022-01-04 00:41:10.387157, actual_datetime: 2022-01-03 22:00:10.856696, detention_minutes: 83, on_time_flag: False, location_city: Indianapolis, location_state: IN
event_id: EVT00000291, load_id: LOAD00000146, trip_id: TRIP00000146, event_type: Pickup, facility_id: FAC00019, scheduled_datetime: 2022-01-03 06:00:00.000000, actual_datetime: 2022-01-03 05:05:17.207051, detention_minutes: 177, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000292, load_id: LOAD00000146, trip_id: TRIP00000146, event_type: Delivery, facility_id: FAC00038, scheduled_datetime: 2022-01-04 07:59:17.207051, actual_datetime: 2022-01-04 10:15:18.898402, detention_minutes: 119, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00000293, load_id: LOAD00000147, trip_id: TRIP00000147, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-03 18:00:00.000000, actual_datetime: 2022-01-03 17:36:30.782200, detention_minutes: 59, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00000294, load_id: LOAD00000147, trip_id: TRIP00000147, event_type: Delivery, facility_id: FAC00014, scheduled_datetime: 2022-01-06 09:36:30.782200, actual_datetime: 2022-01-06 13:22:36.147792, detention_minutes: 158, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000295, load_id: LOAD00000148, trip_id: TRIP00000148, event_type: Pickup, facility_id: FAC00016, scheduled_datetime: 2022-01-03 08:00:00.000000, actual_datetime: 2022-01-03 07:58:18.950853, detention_minutes: 87, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000296, load_id: LOAD00000148, trip_id: TRIP00000148, event_type: Delivery, facility_id: FAC00046, scheduled_datetime: 2022-01-05 05:58:18.950853, actual_datetime: 2022-01-05 09:41:15.600263, detention_minutes: 6, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000297, load_id: LOAD00000149, trip_id: TRIP00000149, event_type: Pickup, facility_id: FAC00007, scheduled_datetime: 2022-01-03 07:00:00.000000, actual_datetime: 2022-01-03 09:23:21.901238, detention_minutes: 162, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000298, load_id: LOAD00000149, trip_id: TRIP00000149, event_type: Delivery, facility_id: FAC00031, scheduled_datetime: 2022-01-03 21:05:21.901238, actual_datetime: 2022-01-03 23:36:32.616692, detention_minutes: 0, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00000299, load_id: LOAD00000150, trip_id: TRIP00000150, event_type: Pickup, facility_id: FAC00018, scheduled_datetime: 2022-01-03 09:00:00.000000, actual_datetime: 2022-01-03 11:28:26.744184, detention_minutes: 70, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00000300, load_id: LOAD00000150, trip_id: TRIP00000150, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-03 23:10:26.744184, actual_datetime: 2022-01-03 21:57:38.284070, detention_minutes: 0, on_time_flag: True, location_city: Memphis, location_state: TN
event_id: EVT00000301, load_id: LOAD00000151, trip_id: TRIP00000151, event_type: Pickup, facility_id: FAC00027, scheduled_datetime: 2022-01-03 17:00:00.000000, actual_datetime: 2022-01-03 20:24:50.884157, detention_minutes: 0, on_time_flag: False, location_city: Memphis, location_state: TN
event_id: EVT00000302, load_id: LOAD00000151, trip_id: TRIP00000151, event_type: Delivery, facility_id: FAC00001, scheduled_datetime: 2022-01-04 09:54:50.884157, actual_datetime: 2022-01-04 15:18:41.465273, detention_minutes: 127, on_time_flag: False, location_city: Minneapolis, location_state: MN
event_id: EVT00000303, load_id: LOAD00000152, trip_id: TRIP00000152, event_type: Pickup, facility_id: FAC00021, scheduled_datetime: 2022-01-03 14:00:00.000000, actual_datetime: 2022-01-03 17:53:51.069456, detention_minutes: 41, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000304, load_id: LOAD00000152, trip_id: TRIP00000152, event_type: Delivery, facility_id: FAC00021, scheduled_datetime: 2022-01-04 04:59:51.069456, actual_datetime: 2022-01-04 02:44:47.275507, detention_minutes: 132, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00000305, load_id: LOAD00000153, trip_id: TRIP00000153, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-03 06:00:00.000000, actual_datetime: 2022-01-03 04:35:28.248068, detention_minutes: 109, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000306, load_id: LOAD00000153, trip_id: TRIP00000153, event_type: Delivery, facility_id: FAC00004, scheduled_datetime: 2022-01-03 07:17:28.248068, actual_datetime: 2022-01-03 06:13:07.084667, detention_minutes: 29, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00000307, load_id: LOAD00000154, trip_id: TRIP00000154, event_type: Pickup, facility_id: FAC00012, scheduled_datetime: 2022-01-03 06:00:00.000000, actual_datetime: 2022-01-03 04:39:23.959837, detention_minutes: 49, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00000308, load_id: LOAD00000154, trip_id: TRIP00000154, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-05 09:45:23.959837, actual_datetime: 2022-01-05 12:52:20.958051, detention_minutes: 142, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000309, load_id: LOAD00000155, trip_id: TRIP00000155, event_type: Pickup, facility_id: FAC00014, scheduled_datetime: 2022-01-03 06:00:00.000000, actual_datetime: 2022-01-03 04:15:24.148120, detention_minutes: 81, on_time_flag: True, location_city: Las Vegas, location_state: NV
event_id: EVT00000310, load_id: LOAD00000155, trip_id: TRIP00000155, event_type: Delivery, facility_id: FAC00025, scheduled_datetime: 2022-01-05 08:09:24.148120, actual_datetime: 2022-01-05 09:51:53.457323, detention_minutes: 236, on_time_flag: True, location_city: New York, location_state: NY
event_id: EVT00000311, load_id: LOAD00000156, trip_id: TRIP00000156, event_type: Pickup, facility_id: FAC00041, scheduled_datetime: 2022-01-03 15:00:00.000000, actual_datetime: 2022-01-03 18:36:36.177861, detention_minutes: 44, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000312, load_id: LOAD00000156, trip_id: TRIP00000156, event_type: Delivery, facility_id: FAC00044, scheduled_datetime: 2022-01-04 07:54:36.177861, actual_datetime: 2022-01-04 13:49:14.923181, detention_minutes: 110, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00000313, load_id: LOAD00000157, trip_id: TRIP00000157, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-03 09:00:00.000000, actual_datetime: 2022-01-03 11:56:35.500573, detention_minutes: 52, on_time_flag: False, location_city: Miami, location_state: FL
event_id: EVT00000314, load_id: LOAD00000157, trip_id: TRIP00000157, event_type: Delivery, facility_id: FAC00021, scheduled_datetime: 2022-01-05 03:50:35.500573, actual_datetime: 2022-01-05 06:14:11.426975, detention_minutes: 223, on_time_flag: False, location_city: Denver, location_state: CO
event_id: EVT00000315, load_id: LOAD00000158, trip_id: TRIP00000158, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-03 17:00:00.000000, actual_datetime: 2022-01-03 20:17:19.285640, detention_minutes: 26, on_time_flag: False, location_city: Dallas, location_state: TX
event_id: EVT00000316, load_id: LOAD00000158, trip_id: TRIP00000158, event_type: Delivery, facility_id: FAC00013, scheduled_datetime: 2022-01-05 02:11:19.285640, actual_datetime: 2022-01-05 06:15:44.109753, detention_minutes: 48, on_time_flag: False, location_city: New York, location_state: NY
event_id: EVT00000317, load_id: LOAD00000159, trip_id: TRIP00000159, event_type: Pickup, facility_id: FAC00020, scheduled_datetime: 2022-01-03 18:00:00.000000, actual_datetime: 2022-01-03 19:53:14.401412, detention_minutes: 88, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00000318, load_id: LOAD00000159, trip_id: TRIP00000159, event_type: Delivery, facility_id: FAC00018, scheduled_datetime: 2022-01-04 09:17:14.401412, actual_datetime: 2022-01-04 09:02:00.515192, detention_minutes: 191, on_time_flag: True, location_city: Indianapolis, location_state: IN
event_id: EVT00000319, load_id: LOAD00000160, trip_id: TRIP00000160, event_type: Pickup, facility_id: FAC00014, scheduled_datetime: 2022-01-03 08:00:00.000000, actual_datetime: 2022-01-03 07:22:28.685743, detention_minutes: 99, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00000320, load_id: LOAD00000160, trip_id: TRIP00000160, event_type: Delivery, facility_id: FAC00002, scheduled_datetime: 2022-01-05 02:28:28.685743, actual_datetime: 2022-01-05 07:36:48.168634, detention_minutes: 228, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00000321, load_id: LOAD00000161, trip_id: TRIP00000161, event_type: Pickup, facility_id: FAC00019, scheduled_datetime: 2022-01-03 18:00:00.000000, actual_datetime: 2022-01-03 17:27:02.708431, detention_minutes: 149, on_time_flag: True, location_city: Las Vegas, location_state: NV
event_id: EVT00000322, load_id: LOAD00000161, trip_id: TRIP00000161, event_type: Delivery, facility_id: FAC00019, scheduled_datetime: 2022-01-03 22:27:02.708431, actual_datetime: 2022-01-03 20:32:21.585477, detention_minutes: 93, on_time_flag: True, location_city: Los Angeles, location_state: CA
event_id: EVT00000323, load_id: LOAD00000162, trip_id: TRIP00000162, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-03 18:00:00.000000, actual_datetime: 2022-01-03 21:27:34.864891, detention_minutes: 60, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00000324, load_id: LOAD00000162, trip_id: TRIP00000162, event_type: Delivery, facility_id: FAC00032, scheduled_datetime: 2022-01-05 13:15:34.864891, actual_datetime: 2022-01-05 10:48:37.458726, detention_minutes: 118, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00000325, load_id: LOAD00000163, trip_id: TRIP00000163, event_type: Pickup, facility_id: FAC00048, scheduled_datetime: 2022-01-03 11:00:00.000000, actual_datetime: 2022-01-03 13:00:23.079159, detention_minutes: 114, on_time_flag: False, location_city: Chicago, location_state: IL
event_id: EVT00000326, load_id: LOAD00000163, trip_id: TRIP00000163, event_type: Delivery, facility_id: FAC00006, scheduled_datetime: 2022-01-05 01:24:23.079159, actual_datetime: 2022-01-05 00:18:44.003982, detention_minutes: 96, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000327, load_id: LOAD00000164, trip_id: TRIP00000164, event_type: Pickup, facility_id: FAC00002, scheduled_datetime: 2022-01-03 16:00:00.000000, actual_datetime: 2022-01-03 15:20:29.263328, detention_minutes: 167, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000328, load_id: LOAD00000164, trip_id: TRIP00000164, event_type: Delivery, facility_id: FAC00049, scheduled_datetime: 2022-01-04 00:50:29.263328, actual_datetime: 2022-01-04 03:04:11.533092, detention_minutes: 209, on_time_flag: False, location_city: Indianapolis, location_state: IN
event_id: EVT00000329, load_id: LOAD00000165, trip_id: TRIP00000165, event_type: Pickup, facility_id: FAC00019, scheduled_datetime: 2022-01-03 13:00:00.000000, actual_datetime: 2022-01-03 16:57:15.405423, detention_minutes: 58, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00000330, load_id: LOAD00000165, trip_id: TRIP00000165, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-03 18:51:15.405423, actual_datetime: 2022-01-03 17:10:23.614614, detention_minutes: 76, on_time_flag: True, location_city: New York, location_state: NY
event_id: EVT00000331, load_id: LOAD00000166, trip_id: TRIP00000166, event_type: Pickup, facility_id: FAC00021, scheduled_datetime: 2022-01-03 15:00:00.000000, actual_datetime: 2022-01-03 17:18:51.950778, detention_minutes: 0, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00000332, load_id: LOAD00000166, trip_id: TRIP00000166, event_type: Delivery, facility_id: FAC00003, scheduled_datetime: 2022-01-04 00:48:51.950778, actual_datetime: 2022-01-04 04:07:04.488864, detention_minutes: 1, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00000333, load_id: LOAD00000167, trip_id: TRIP00000167, event_type: Pickup, facility_id: FAC00015, scheduled_datetime: 2022-01-03 06:00:00.000000, actual_datetime: 2022-01-03 07:47:35.237077, detention_minutes: 39, on_time_flag: True, location_city: Denver, location_state: CO
event_id: EVT00000334, load_id: LOAD00000167, trip_id: TRIP00000167, event_type: Delivery, facility_id: FAC00003, scheduled_datetime: 2022-01-03 18:05:35.237077, actual_datetime: 2022-01-03 19:37:22.486368, detention_minutes: 0, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00000335, load_id: LOAD00000168, trip_id: TRIP00000168, event_type: Pickup, facility_id: FAC00023, scheduled_datetime: 2022-01-03 16:00:00.000000, actual_datetime: 2022-01-03 19:54:16.987918, detention_minutes: 0, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00000336, load_id: LOAD00000168, trip_id: TRIP00000168, event_type: Delivery, facility_id: FAC00020, scheduled_datetime: 2022-01-05 13:30:16.987918, actual_datetime: 2022-01-05 13:04:46.056180, detention_minutes: 186, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00000337, load_id: LOAD00000169, trip_id: TRIP00000169, event_type: Pickup, facility_id: FAC00003, scheduled_datetime: 2022-01-03 16:00:00.000000, actual_datetime: 2022-01-03 18:22:39.356224, detention_minutes: 83, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00000338, load_id: LOAD00000169, trip_id: TRIP00000169, event_type: Delivery, facility_id: FAC00021, scheduled_datetime: 2022-01-04 05:10:39.356224, actual_datetime: 2022-01-04 06:04:54.125282, detention_minutes: 232, on_time_flag: True, location_city: Memphis, location_state: TN
event_id: EVT00000339, load_id: LOAD00000170, trip_id: TRIP00000170, event_type: Pickup, facility_id: FAC00028, scheduled_datetime: 2022-01-03 18:00:00.000000, actual_datetime: 2022-01-03 17:34:09.121549, detention_minutes: 123, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00000340, load_id: LOAD00000170, trip_id: TRIP00000170, event_type: Delivery, facility_id: FAC00032, scheduled_datetime: 2022-01-06 00:16:09.121549, actual_datetime: 2022-01-06 04:25:31.106173, detention_minutes: 0, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00000341, load_id: LOAD00000171, trip_id: TRIP00000171, event_type: Pickup, facility_id: FAC00040, scheduled_datetime: 2022-01-03 17:00:00.000000, actual_datetime: 2022-01-03 20:43:58.956003, detention_minutes: 179, on_time_flag: False, location_city: Memphis, location_state: TN
event_id: EVT00000342, load_id: LOAD00000171, trip_id: TRIP00000171, event_type: Delivery, facility_id: FAC00030, scheduled_datetime: 2022-01-05 09:07:58.956003, actual_datetime: 2022-01-05 08:00:17.335326, detention_minutes: 46, on_time_flag: True, location_city: Los Angeles, location_state: CA
