fuel_purchase_id: FUEL00000001, trip_id: TRIP00051284, truck_id: TRK00045, driver_id: DRV00102, purchase_date: 2023-10-22 05:00:00, location_city: Columbus, location_state: MN, gallons: 131.6, price_per_gallon: 3.399, total_cost: 447.31, fuel_card_number: FC567161
fuel_purchase_id: FUEL00000512, trip_id: TRIP00062389, truck_id: TRK00057, driver_id: DRV00143, purchase_date: 2024-03-12 14:00:00, location_city: Nashville, location_state: MN, gallons: 187.2, price_per_gallon: 3.562, total_cost: 666.81, fuel_card_number: FC922830
fuel_purchase_id: FUEL00000513, trip_id: TRIP00048658, truck_id: nan, driver_id: DRV00057, purchase_date: 2023-09-17 01:00:00, location_city: Oklahoma City, location_state: GA, gallons: 192.2, price_per_gallon: 4.219, total_cost: 810.89, fuel_card_number: FC108470
fuel_purchase_id: FUEL00000514, trip_id: TRIP00031938, truck_id: TRK00078, driver_id: DRV00050, purchase_date: 2023-02-12 08:00:00, location_city: Oklahoma City, location_state: IN, gallons: 54.5, price_per_gallon: 3.489, total_cost: 190.15, fuel_card_number: FC461068
fuel_purchase_id: FUEL00000515, trip_id: TRIP00049643, truck_id: TRK00111, driver_id: DRV00011, purchase_date: 2023-09-30 00:00:00, location_city: Nashville, location_state: CO, gallons: 162.8, price_per_gallon: 3.401, total_cost: 553.68, fuel_card_number: FC431617
fuel_purchase_id: FUEL00000516, trip_id: TRIP00005438, truck_id: TRK00035, driver_id: DRV00066, purchase_date: 2022-03-10 05:00:00, location_city: Miami, location_state: TN, gallons: 192.1, price_per_gallon: 3.919, total_cost: 752.84, fuel_card_number: FC225518
fuel_purchase_id: FUEL00000517, trip_id: TRIP00060558, truck_id: TRK00093, driver_id: DRV00109, purchase_date: 2024-02-19 18:00:00, location_city: Phoenix, location_state: OK, gallons: 145.0, price_per_gallon: 3.599, total_cost: 521.86, fuel_card_number: FC560999
fuel_purchase_id: FUEL00000518, trip_id: TRIP00024340, truck_id: TRK00112, driver_id: DRV00038, purchase_date: 2022-11-08 01:00:00, location_city: Atlanta, location_state: MO, gallons: 175.0, price_per_gallon: 3.637, total_cost: 636.48, fuel_card_number: FC291067
fuel_purchase_id: FUEL00000519, trip_id: TRIP00010407, truck_id: TRK00040, driver_id: DRV00147, purchase_date: 2022-05-15 09:00:00, location_city: Columbus, location_state: OK, gallons: 72.0, price_per_gallon: 4.617, total_cost: 332.42, fuel_card_number: FC895137
fuel_purchase_id: FUEL00000520, trip_id: TRIP00030952, truck_id: TRK00051, driver_id: DRV00033, purchase_date: 2023-02-02 19:00:00, location_city: Atlanta, location_state: PA, gallons: 191.3, price_per_gallon: 4.427, total_cost: 846.89, fuel_card_number: FC273684
fuel_purchase_id: FUEL00000521, trip_id: TRIP00060849, truck_id: TRK00111, driver_id: DRV00122, purchase_date: 2024-02-22 22:00:00, location_city: Miami, location_state: IN, gallons: 96.6, price_per_gallon: 3.763, total_cost: 363.51, fuel_card_number: FC214991
fuel_purchase_id: FUEL00000522, trip_id: TRIP00011893, truck_id: TRK00101, driver_id: DRV00113, purchase_date: 2022-06-03 21:00:00, location_city: Oklahoma City, location_state: OK, gallons: 74.2, price_per_gallon: 4.83, total_cost: 358.39, fuel_card_number: FC935785
fuel_purchase_id: FUEL00000523, trip_id: TRIP00008714, truck_id: TRK00007, driver_id: DRV00150, purchase_date: 2022-04-24 01:00:00, location_city: Indianapolis, location_state: NY, gallons: 187.7, price_per_gallon: 4.1, total_cost: 769.57, fuel_card_number: FC603500
fuel_purchase_id: FUEL00000524, trip_id: TRIP00025068, truck_id: TRK00016, driver_id: DRV00060, purchase_date: 2022-11-18 05:00:00, location_city: Memphis, location_state: OR, gallons: 144.0, price_per_gallon: 3.975, total_cost: 572.4, fuel_card_number: FC216580
fuel_purchase_id: FUEL00000525, trip_id: TRIP00016978, truck_id: TRK00035, driver_id: DRV00069, purchase_date: 2022-08-06 02:00:00, location_city: Chicago, location_state: NE, gallons: 153.7, price_per_gallon: 4.785, total_cost: 735.45, fuel_card_number: FC383535
fuel_purchase_id: FUEL00000526, trip_id: TRIP00049263, truck_id: TRK00006, driver_id: DRV00101, purchase_date: 2023-09-28 00:00:00, location_city: Denver, location_state: PA, gallons: 75.8, price_per_gallon: 3.753, total_cost: 284.48, fuel_card_number: FC853728
fuel_purchase_id: FUEL00000527, trip_id: TRIP00077909, truck_id: TRK00045, driver_id: DRV00063, purchase_date: 2024-09-27 13:00:00, location_city: Oklahoma City, location_state: NY, gallons: 165.6, price_per_gallon: 3.71, total_cost: 614.38, fuel_card_number: FC443976
fuel_purchase_id: FUEL00000528, trip_id: TRIP00068612, truck_id: TRK00013, driver_id: DRV00029, purchase_date: 2024-06-01 22:00:00, location_city: Indianapolis, location_state: GA, gallons: 93.5, price_per_gallon: 3.572, total_cost: 333.98, fuel_card_number: FC775786
fuel_purchase_id: FUEL00000529, trip_id: TRIP00022483, truck_id: TRK00108, driver_id: DRV00053, purchase_date: 2022-10-14 11:00:00, location_city: Atlanta, location_state: FL, gallons: 88.1, price_per_gallon: 4.137, total_cost: 364.47, fuel_card_number: FC803699
fuel_purchase_id: FUEL00000530, trip_id: TRIP00068947, truck_id: TRK00011, driver_id: DRV00094, purchase_date: 2024-06-04 10:00:00, location_city: Milwaukee, location_state: TX, gallons: 187.6, price_per_gallon: 3.166, total_cost: 593.94, fuel_card_number: FC684162
fuel_purchase_id: FUEL00000531, trip_id: TRIP00047601, truck_id: TRK00043, driver_id: DRV00077, purchase_date: 2023-09-04 12:00:00, location_city: Los Angeles, location_state: MO, gallons: 51.0, price_per_gallon: 3.985, total_cost: 203.23, fuel_card_number: FC559791
fuel_purchase_id: FUEL00000532, trip_id: TRIP00060093, truck_id: TRK00013, driver_id: DRV00091, purchase_date: 2024-02-13 17:00:00, location_city: Milwaukee, location_state: NC, gallons: 138.2, price_per_gallon: 3.795, total_cost: 524.47, fuel_card_number: FC664336
fuel_purchase_id: FUEL00000533, trip_id: TRIP00046612, truck_id: TRK00004, driver_id: DRV00150, purchase_date: 2023-08-23 13:00:00, location_city: Charlotte, location_state: OR, gallons: 86.5, price_per_gallon: 3.431, total_cost: 296.78, fuel_card_number: FC149957
fuel_purchase_id: FUEL00000534, trip_id: TRIP00030281, truck_id: TRK00023, driver_id: DRV00090, purchase_date: 2023-01-23 06:00:00, location_city: Milwaukee, location_state: OR, gallons: 77.8, price_per_gallon: 3.309, total_cost: 257.44, fuel_card_number: FC774368
fuel_purchase_id: FUEL00000535, trip_id: TRIP00050526, truck_id: TRK00019, driver_id: DRV00055, purchase_date: 2023-10-12 05:00:00, location_city: Atlanta, location_state: IL, gallons: 71.2, price_per_gallon: 4.181, total_cost: 297.69, fuel_card_number: FC195945
fuel_purchase_id: FUEL00000536, trip_id: TRIP00040107, truck_id: TRK00098, driver_id: DRV00112, purchase_date: 2023-05-30 00:00:00, location_city: New York, location_state: TN, gallons: 176.5, price_per_gallon: 3.648, total_cost: 643.87, fuel_card_number: FC683477
fuel_purchase_id: FUEL00000537, trip_id: TRIP00042083, truck_id: TRK00083, driver_id: DRV00051, purchase_date: 2023-06-26 11:00:00, location_city: Nashville, location_state: NY, gallons: 152.3, price_per_gallon: 3.277, total_cost: 499.09, fuel_card_number: FC835555
fuel_purchase_id: FUEL00000538, trip_id: TRIP00077359, truck_id: TRK00062, driver_id: DRV00053, purchase_date: 2024-09-21 07:00:00, location_city: Houston, location_state: NC, gallons: 195.1, price_per_gallon: 4.102, total_cost: 800.3, fuel_card_number: FC683916
fuel_purchase_id: FUEL00000539, trip_id: TRIP00055610, truck_id: TRK00116, driver_id: DRV00120, purchase_date: 2023-12-18 01:00:00, location_city: Oklahoma City, location_state: GA, gallons: 197.6, price_per_gallon: 3.625, total_cost: 716.3, fuel_card_number: FC439167
fuel_purchase_id: FUEL00000540, trip_id: TRIP00024446, truck_id: TRK00063, driver_id: DRV00084, purchase_date: 2022-11-10 06:00:00, location_city: Kansas City, location_state: TN, gallons: 72.4, price_per_gallon: 3.894, total_cost: 281.93, fuel_card_number: FC528134
fuel_purchase_id: FUEL00000541, trip_id: TRIP00082845, truck_id: TRK00019, driver_id: DRV00103, purchase_date: 2024-11-29 07:00:00, location_city: Oklahoma City, location_state: TX, gallons: 187.9, price_per_gallon: 4.056, total_cost: 762.12, fuel_card_number: FC770603
fuel_purchase_id: FUEL00000542, trip_id: TRIP00053852, truck_id: TRK00120, driver_id: DRV00108, purchase_date: 2023-11-25 00:00:00, location_city: Charlotte, location_state: CO, gallons: 69.4, price_per_gallon: 4.363, total_cost: 302.79, fuel_card_number: FC902176
fuel_purchase_id: FUEL00000543, trip_id: TRIP00002787, truck_id: TRK00071, driver_id: DRV00099, purchase_date: 2022-02-07 12:00:00, location_city: Houston, location_state: IN, gallons: 192.5, price_per_gallon: 4.851, total_cost: 933.82, fuel_card_number: FC111777
fuel_purchase_id: FUEL00000544, trip_id: TRIP00010090, truck_id: TRK00050, driver_id: DRV00023, purchase_date: 2022-05-12 07:00:00, location_city: Dallas, location_state: OH, gallons: 155.1, price_per_gallon: 4.763, total_cost: 738.74, fuel_card_number: FC517836
fuel_purchase_id: FUEL00000545, trip_id: TRIP00057828, truck_id: TRK00057, driver_id: DRV00002, purchase_date: 2024-01-15 23:00:00, location_city: Miami, location_state: MO, gallons: 74.2, price_per_gallon: 3.38, total_cost: 250.8, fuel_card_number: FC707302
fuel_purchase_id: FUEL00000546, trip_id: TRIP00041472, truck_id: TRK00090, driver_id: DRV00047, purchase_date: 2023-06-17 01:00:00, location_city: Phoenix, location_state: TN, gallons: 77.0, price_per_gallon: 3.524, total_cost: 271.35, fuel_card_number: FC272486
fuel_purchase_id: FUEL00000547, trip_id: TRIP00008100, truck_id: TRK00019, driver_id: DRV00087, purchase_date: 2022-04-16 15:00:00, location_city: Columbus, location_state: TN, gallons: 180.6, price_per_gallon: 4.643, total_cost: 838.53, fuel_card_number: FC423910
fuel_purchase_id: FUEL00000548, trip_id: TRIP00085063, truck_id: TRK00105, driver_id: DRV00020, purchase_date: 2024-12-29 17:00:00, location_city: Los Angeles, location_state: TX, gallons: 63.6, price_per_gallon: 3.706, total_cost: 235.7, fuel_card_number: FC546259
fuel_purchase_id: FUEL00000549, trip_id: TRIP00015182, truck_id: TRK00015, driver_id: DRV00054, purchase_date: 2022-07-15 21:00:00, location_city: Milwaukee, location_state: OH, gallons: 56.8, price_per_gallon: 4.811, total_cost: 273.26, fuel_card_number: FC403281
fuel_purchase_id: FUEL00000550, trip_id: TRIP00021607, truck_id: TRK00115, driver_id: DRV00112, purchase_date: 2022-10-03 01:00:00, location_city: New York, location_state: IN, gallons: 156.2, price_per_gallon: 4.549, total_cost: 710.55, fuel_card_number: FC723543
fuel_purchase_id: FUEL00000551, trip_id: TRIP00021553, truck_id: TRK00026, driver_id: DRV00059, purchase_date: 2022-10-05 05:00:00, location_city: Indianapolis, location_state: MO, gallons: 62.3, price_per_gallon: 5.0, total_cost: 311.5, fuel_card_number: FC416448
fuel_purchase_id: FUEL00000552, trip_id: TRIP00000919, truck_id: TRK00058, driver_id: DRV00064, purchase_date: 2022-01-13 04:00:00, location_city: Charlotte, location_state: TN, gallons: 94.9, price_per_gallon: 4.996, total_cost: 474.12, fuel_card_number: FC994623
fuel_purchase_id: FUEL00000553, trip_id: TRIP00004188, truck_id: TRK00025, driver_id: DRV00102, purchase_date: 2022-02-24 23:00:00, location_city: Los Angeles, location_state: OH, gallons: 154.3, price_per_gallon: 3.523, total_cost: 543.6, fuel_card_number: FC570095
fuel_purchase_id: FUEL00000554, trip_id: TRIP00057572, truck_id: TRK00052, driver_id: DRV00117, purchase_date: 2024-01-13 01:00:00, location_city: Philadelphia, location_state: CA, gallons: 196.8, price_per_gallon: 3.554, total_cost: 699.43, fuel_card_number: FC232776
fuel_purchase_id: FUEL00000555, trip_id: TRIP00047906, truck_id: TRK00068, driver_id: DRV00014, purchase_date: 2023-09-07 01:00:00, location_city: Portland, location_state: CO, gallons: 107.0, price_per_gallon: 3.971, total_cost: 424.9, fuel_card_number: FC242086
fuel_purchase_id: FUEL00000556, trip_id: TRIP00021868, truck_id: TRK00058, driver_id: DRV00033, purchase_date: 2022-10-10 00:00:00, location_city: Atlanta, location_state: TN, gallons: 76.2, price_per_gallon: 3.939, total_cost: 300.15, fuel_card_number: FC134488
fuel_purchase_id: FUEL00000557, trip_id: TRIP00077755, truck_id: TRK00012, driver_id: DRV00013, purchase_date: 2024-09-25 02:00:00, location_city: Minneapolis, location_state: CA, gallons: 173.5, price_per_gallon: 3.491, total_cost: 605.69, fuel_card_number: FC411735
fuel_purchase_id: FUEL00000558, trip_id: TRIP00024092, truck_id: TRK00052, driver_id: DRV00039, purchase_date: 2022-11-05 04:00:00, location_city: Chicago, location_state: GA, gallons: 118.0, price_per_gallon: 4.296, total_cost: 506.93, fuel_card_number: FC438424
fuel_purchase_id: FUEL00000559, trip_id: TRIP00025222, truck_id: TRK00010, driver_id: DRV00126, purchase_date: 2022-11-18 19:00:00, location_city: Los Angeles, location_state: TN, gallons: 162.7, price_per_gallon: 3.868, total_cost: 629.32, fuel_card_number: FC888235
fuel_purchase_id: FUEL00000560, trip_id: TRIP00006436, truck_id: TRK00015, driver_id: DRV00074, purchase_date: 2022-03-25 13:00:00, location_city: Las Vegas, location_state: MO, gallons: 69.3, price_per_gallon: 4.269, total_cost: 295.84, fuel_card_number: FC327130
fuel_purchase_id: FUEL00000561, trip_id: TRIP00000161, truck_id: TRK00029, driver_id: DRV00114, purchase_date: 2022-01-04 03:00:00, location_city: Salt Lake City, location_state: IN, gallons: 151.2, price_per_gallon: 3.62, total_cost: 547.34, fuel_card_number: FC596311
fuel_purchase_id: FUEL00000562, trip_id: TRIP00014999, truck_id: TRK00084, driver_id: DRV00057, purchase_date: 2022-07-11 22:00:00, location_city: Phoenix, location_state: NY, gallons: 124.9, price_per_gallon: 4.504, total_cost: 562.55, fuel_card_number: FC762544
fuel_purchase_id: FUEL00000563, trip_id: TRIP00025025, truck_id: TRK00059, driver_id: DRV00022, purchase_date: 2022-11-17 13:00:00, location_city: Houston, location_state: FL, gallons: 56.0, price_per_gallon: 4.834, total_cost: 270.7, fuel_card_number: FC421802
fuel_purchase_id: FUEL00000564, trip_id: TRIP00037474, truck_id: TRK00069, driver_id: DRV00034, purchase_date: 2023-04-25 13:00:00, location_city: Columbus, location_state: MI, gallons: 63.3, price_per_gallon: 3.539, total_cost: 224.02, fuel_card_number: FC866636
fuel_purchase_id: FUEL00000565, trip_id: TRIP00015939, truck_id: TRK00039, driver_id: DRV00097, purchase_date: 2022-07-24 07:00:00, location_city: New York, location_state: NE, gallons: 144.8, price_per_gallon: 3.418, total_cost: 494.93, fuel_card_number: FC958446
fuel_purchase_id: FUEL00000566, trip_id: TRIP00072827, truck_id: TRK00110, driver_id: DRV00070, purchase_date: 2024-07-23 17:00:00, location_city: Seattle, location_state: NE, gallons: 114.4, price_per_gallon: 3.698, total_cost: 423.05, fuel_card_number: FC681676
fuel_purchase_id: FUEL00000567, trip_id: TRIP00025622, truck_id: TRK00076, driver_id: DRV00056, purchase_date: 2022-11-23 03:00:00, location_city: Denver, location_state: UT, gallons: 95.1, price_per_gallon: 4.0, total_cost: 380.4, fuel_card_number: FC901711
fuel_purchase_id: FUEL00000568, trip_id: TRIP00014962, truck_id: TRK00064, driver_id: DRV00028, purchase_date: 2022-07-11 15:00:00, location_city: Minneapolis, location_state: CA, gallons: 177.8, price_per_gallon: 4.016, total_cost: 714.04, fuel_card_number: FC670753
fuel_purchase_id: FUEL00000569, trip_id: TRIP00018794, truck_id: TRK00002, driver_id: DRV00089, purchase_date: 2022-08-29 04:00:00, location_city: Atlanta, location_state: OH, gallons: 167.2, price_per_gallon: 4.069, total_cost: 680.34, fuel_card_number: FC429614
fuel_purchase_id: FUEL00000570, trip_id: TRIP00027024, truck_id: TRK00006, driver_id: DRV00121, purchase_date: 2022-12-12 22:00:00, location_city: Portland, location_state: GA, gallons: 77.8, price_per_gallon: 4.179, total_cost: 325.13, fuel_card_number: FC917354
fuel_purchase_id: FUEL00000571, trip_id: TRIP00000164, truck_id: TRK00045, driver_id: DRV00069, purchase_date: 2022-01-03 15:00:00, location_city: Detroit, location_state: NC, gallons: 102.5, price_per_gallon: 3.717, total_cost: 380.99, fuel_card_number: FC467043
fuel_purchase_id: FUEL00000572, trip_id: TRIP00053984, truck_id: TRK00097, driver_id: DRV00139, purchase_date: 2023-11-27 15:00:00, location_city: Phoenix, location_state: OH, gallons: 119.7, price_per_gallon: 3.645, total_cost: 436.31, fuel_card_number: FC117483
fuel_purchase_id: FUEL00000573, trip_id: TRIP00066730, truck_id: TRK00019, driver_id: DRV00058, purchase_date: 2024-05-09 18:00:00, location_city: Portland, location_state: UT, gallons: 175.4, price_per_gallon: 4.142, total_cost: 726.51, fuel_card_number: FC460155
fuel_purchase_id: FUEL00000574, trip_id: TRIP00025956, truck_id: TRK00090, driver_id: DRV00015, purchase_date: 2022-11-27 14:00:00, location_city: Los Angeles, location_state: FL, gallons: 129.6, price_per_gallon: 3.404, total_cost: 441.16, fuel_card_number: FC229559
fuel_purchase_id: FUEL00000575, trip_id: TRIP00051267, truck_id: TRK00070, driver_id: DRV00132, purchase_date: 2023-10-22 06:00:00, location_city: Dallas, location_state: UT, gallons: 99.2, price_per_gallon: 4.309, total_cost: 427.45, fuel_card_number: FC799123
fuel_purchase_id: FUEL00000576, trip_id: TRIP00077321, truck_id: TRK00068, driver_id: DRV00112, purchase_date: 2024-09-21 02:00:00, location_city: Las Vegas, location_state: MI, gallons: 157.3, price_per_gallon: 3.754, total_cost: 590.5, fuel_card_number: FC694629
fuel_purchase_id: FUEL00000577, trip_id: TRIP00020044, truck_id: TRK00073, driver_id: DRV00010, purchase_date: 2022-09-15 02:00:00, location_city: Columbus, location_state: NV, gallons: 139.8, price_per_gallon: 3.731, total_cost: 521.59, fuel_card_number: FC899143
fuel_purchase_id: FUEL00000578, trip_id: TRIP00040239, truck_id: TRK00115, driver_id: DRV00090, purchase_date: 2023-06-02 03:00:00, location_city: Minneapolis, location_state: OR, gallons: 53.7, price_per_gallon: 3.836, total_cost: 205.99, fuel_card_number: FC916746
fuel_purchase_id: FUEL00000579, trip_id: TRIP00006670, truck_id: TRK00007, driver_id: DRV00047, purchase_date: 2022-03-27 22:00:00, location_city: Omaha, location_state: MO, gallons: 112.0, price_per_gallon: 4.045, total_cost: 453.04, fuel_card_number: FC956808
fuel_purchase_id: FUEL00000580, trip_id: TRIP00060365, truck_id: TRK00059, driver_id: DRV00103, purchase_date: 2024-02-17 15:00:00, location_city: Houston, location_state: IL, gallons: 156.6, price_per_gallon: 3.432, total_cost: 537.45, fuel_card_number: FC912300
fuel_purchase_id: FUEL00000581, trip_id: TRIP00051453, truck_id: TRK00086, driver_id: DRV00111, purchase_date: 2023-10-23 17:00:00, location_city: Houston, location_state: NY, gallons: 134.1, price_per_gallon: 4.123, total_cost: 552.89, fuel_card_number: FC596120
fuel_purchase_id: FUEL00000582, trip_id: TRIP00072881, truck_id: TRK00025, driver_id: DRV00105, purchase_date: 2024-07-25 12:00:00, location_city: Chicago, location_state: TN, gallons: 194.5, price_per_gallon: 3.783, total_cost: 735.79, fuel_card_number: FC181242
fuel_purchase_id: FUEL00000583, trip_id: TRIP00024160, truck_id: TRK00036, driver_id: DRV00119, purchase_date: 2022-11-04 09:00:00, location_city: Los Angeles, location_state: MN, gallons: 157.0, price_per_gallon: 4.259, total_cost: 668.66, fuel_card_number: FC439186
fuel_purchase_id: FUEL00000584, trip_id: TRIP00057205, truck_id: TRK00116, driver_id: DRV00056, purchase_date: 2024-01-07 05:00:00, location_city: Nashville, location_state: GA, gallons: 77.5, price_per_gallon: 3.685, total_cost: 285.59, fuel_card_number: FC571634
fuel_purchase_id: FUEL00000585, trip_id: TRIP00058697, truck_id: TRK00067, driver_id: DRV00057, purchase_date: 2024-01-28 14:00:00, location_city: Indianapolis, location_state: NV, gallons: 123.5, price_per_gallon: 3.457, total_cost: 426.94, fuel_card_number: FC870197
fuel_purchase_id: FUEL00000586, trip_id: TRIP00057214, truck_id: TRK00098, driver_id: DRV00128, purchase_date: 2024-01-08 07:00:00, location_city: Miami, location_state: WI, gallons: 61.7, price_per_gallon: 3.61, total_cost: 222.74, fuel_card_number: FC810208
fuel_purchase_id: FUEL00000587, trip_id: TRIP00053527, truck_id: TRK00036, driver_id: DRV00058, purchase_date: 2023-11-21 16:00:00, location_city: Detroit, location_state: NY, gallons: 56.0, price_per_gallon: 3.857, total_cost: 215.99, fuel_card_number: FC267283
fuel_purchase_id: FUEL00000588, trip_id: TRIP00077300, truck_id: TRK00078, driver_id: DRV00071, purchase_date: 2024-09-20 06:00:00, location_city: Portland, location_state: CA, gallons: 72.9, price_per_gallon: 3.535, total_cost: 257.7, fuel_card_number: FC781713
fuel_purchase_id: FUEL00000589, trip_id: TRIP00064086, truck_id: TRK00096, driver_id: DRV00043, purchase_date: 2024-04-04 18:00:00, location_city: Kansas City, location_state: IN, gallons: 106.4, price_per_gallon: 4.125, total_cost: 438.9, fuel_card_number: FC933555
fuel_purchase_id: FUEL00000590, trip_id: TRIP00007813, truck_id: TRK00096, driver_id: DRV00061, purchase_date: 2022-04-11 06:00:00, location_city: Memphis, location_state: PA, gallons: 151.9, price_per_gallon: 4.829, total_cost: 733.53, fuel_card_number: FC196107
fuel_purchase_id: FUEL00000591, trip_id: TRIP00034966, truck_id: TRK00099, driver_id: DRV00126, purchase_date: 2023-03-24 04:00:00, location_city: Charlotte, location_state: AZ, gallons: 130.5, price_per_gallon: 3.328, total_cost: 434.3, fuel_card_number: FC791504
fuel_purchase_id: FUEL00000592, trip_id: TRIP00019908, truck_id: TRK00039, driver_id: DRV00050, purchase_date: 2022-09-12 17:00:00, location_city: Salt Lake City, location_state: TN, gallons: 147.7, price_per_gallon: 4.75, total_cost: 701.57, fuel_card_number: FC835184
fuel_purchase_id: FUEL00000593, trip_id: TRIP00021820, truck_id: TRK00038, driver_id: DRV00094, purchase_date: 2022-10-08 17:00:00, location_city: Kansas City, location_state: TN, gallons: 147.5, price_per_gallon: 3.93, total_cost: 579.68, fuel_card_number: FC192347
fuel_purchase_id: FUEL00000594, trip_id: TRIP00069410, truck_id: TRK00038, driver_id: DRV00125, purchase_date: 2024-06-11 04:00:00, location_city: Kansas City, location_state: NE, gallons: 146.6, price_per_gallon: 3.43, total_cost: 502.84, fuel_card_number: FC211146
fuel_purchase_id: FUEL00000595, trip_id: TRIP00057077, truck_id: TRK00116, driver_id: DRV00129, purchase_date: 2024-01-06 11:00:00, location_city: Portland, location_state: NE, gallons: 79.8, price_per_gallon: 4.001, total_cost: 319.28, fuel_card_number: FC709538
fuel_purchase_id: FUEL00000596, trip_id: TRIP00069816, truck_id: TRK00070, driver_id: DRV00070, purchase_date: 2024-06-16 12:00:00, location_city: Los Angeles, location_state: NV, gallons: 85.8, price_per_gallon: 4.135, total_cost: 354.78, fuel_card_number: FC386098
fuel_purchase_id: FUEL00000597, trip_id: TRIP00023284, truck_id: TRK00012, driver_id: DRV00062, purchase_date: 2022-10-24 01:00:00, location_city: Miami, location_state: OH, gallons: 175.1, price_per_gallon: 4.563, total_cost: 798.98, fuel_card_number: FC838530
fuel_purchase_id: FUEL00000598, trip_id: TRIP00068408, truck_id: TRK00014, driver_id: DRV00036, purchase_date: 2024-05-28 18:00:00, location_city: Houston, location_state: MN, gallons: 60.4, price_per_gallon: 3.678, total_cost: 222.15, fuel_card_number: FC976414
fuel_purchase_id: FUEL00000599, trip_id: TRIP00071183, truck_id: TRK00007, driver_id: DRV00123, purchase_date: 2024-07-03 05:00:00, location_city: Kansas City, location_state: WI, gallons: 153.6, price_per_gallon: 3.721, total_cost: 571.55, fuel_card_number: FC128626
fuel_purchase_id: FUEL00000600, trip_id: TRIP00029324, truck_id: TRK00073, driver_id: DRV00095, purchase_date: 2023-01-11 11:00:00, location_city: Milwaukee, location_state: UT, gallons: 194.2, price_per_gallon: 4.067, total_cost: 789.81, fuel_card_number: FC513830
fuel_purchase_id: FUEL00000601, trip_id: TRIP00082767, truck_id: TRK00107, driver_id: DRV00122, purchase_date: 2024-11-27 18:00:00, location_city: Omaha, location_state: TX, gallons: 78.9, price_per_gallon: 3.456, total_cost: 272.68, fuel_card_number: FC272005
fuel_purchase_id: FUEL00000602, trip_id: TRIP00057298, truck_id: TRK00043, driver_id: DRV00026, purchase_date: 2024-01-10 16:00:00, location_city: Phoenix, location_state: OR, gallons: 172.6, price_per_gallon: 3.509, total_cost: 605.65, fuel_card_number: FC990007
fuel_purchase_id: FUEL00000603, trip_id: TRIP00010356, truck_id: TRK00048, driver_id: DRV00100, purchase_date: 2022-05-13 10:00:00, location_city: Denver, location_state: MN, gallons: 135.9, price_per_gallon: 3.977, total_cost: 540.47, fuel_card_number: FC653087
fuel_purchase_id: FUEL00000604, trip_id: TRIP00042952, truck_id: TRK00090, driver_id: DRV00150, purchase_date: 2023-07-07 23:00:00, location_city: Dallas, location_state: GA, gallons: 183.9, price_per_gallon: 3.435, total_cost: 631.7, fuel_card_number: FC457016
fuel_purchase_id: FUEL00000605, trip_id: TRIP00078596, truck_id: TRK00061, driver_id: DRV00024, purchase_date: 2024-10-07 05:00:00, location_city: Detroit, location_state: TX, gallons: 102.1, price_per_gallon: 3.749, total_cost: 382.77, fuel_card_number: FC752970
fuel_purchase_id: FUEL00000606, trip_id: TRIP00084699, truck_id: TRK00089, driver_id: DRV00109, purchase_date: 2024-12-22 20:00:00, location_city: Los Angeles, location_state: AZ, gallons: 193.8, price_per_gallon: 3.954, total_cost: 766.29, fuel_card_number: FC410268
fuel_purchase_id: FUEL00000607, trip_id: TRIP00012355, truck_id: TRK00064, driver_id: DRV00050, purchase_date: 2022-06-09 21:00:00, location_city: Milwaukee, location_state: CO, gallons: 66.5, price_per_gallon: 3.477, total_cost: 231.22, fuel_card_number: FC795141
fuel_purchase_id: FUEL00000608, trip_id: TRIP00030212, truck_id: TRK00048, driver_id: DRV00144, purchase_date: 2023-01-23 05:00:00, location_city: Nashville, location_state: FL, gallons: 170.5, price_per_gallon: 4.09, total_cost: 697.35, fuel_card_number: FC990412
fuel_purchase_id: FUEL00000609, trip_id: TRIP00031064, truck_id: TRK00105, driver_id: DRV00122, purchase_date: 2023-02-01 00:00:00, location_city: Milwaukee, location_state: IN, gallons: 159.6, price_per_gallon: 3.791, total_cost: 605.04, fuel_card_number: FC446560
fuel_purchase_id: FUEL00000610, trip_id: TRIP00040090, truck_id: TRK00068, driver_id: DRV00003, purchase_date: 2023-05-29 07:00:00, location_city: Dallas, location_state: OR, gallons: 183.4, price_per_gallon: 3.614, total_cost: 662.81, fuel_card_number: FC362131
fuel_purchase_id: FUEL00000611, trip_id: TRIP00019343, truck_id: TRK00084, driver_id: DRV00130, purchase_date: 2022-09-04 03:00:00, location_city: Atlanta, location_state: OK, gallons: 71.0, price_per_gallon: 4.325, total_cost: 307.07, fuel_card_number: FC830166
fuel_purchase_id: FUEL00000612, trip_id: TRIP00037054, truck_id: TRK00093, driver_id: DRV00128, purchase_date: 2023-04-22 03:00:00, location_city: Columbus, location_state: PA, gallons: 66.9, price_per_gallon: 4.278, total_cost: 286.2, fuel_card_number: FC207937
fuel_purchase_id: FUEL00000613, trip_id: TRIP00066811, truck_id: nan, driver_id: DRV00150, purchase_date: 2024-05-10 20:00:00, location_city: Houston, location_state: AZ, gallons: 80.3, price_per_gallon: 3.187, total_cost: 255.92, fuel_card_number: FC828441
