load_id: LOAD00000001, customer_id: CUST00183, route_id: RTE00019, load_date: 2022-01-01, load_type: Dry Van, weight_lbs: 19178, pieces: 13, revenue: 3045.23, fuel_surcharge: 406.72, accessorial_charges: 100, load_status: Completed, booking_type: Spot
load_id: LOAD00000238, customer_id: CUST00079, route_id: RTE00009, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 37972, pieces: 26, revenue: 1853.88, fuel_surcharge: 149.26, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000239, customer_id: CUST00083, route_id: RTE00030, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 31740, pieces: 18, revenue: 5114.0, fuel_surcharge: 708.51, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000240, customer_id: CUST00011, route_id: RTE00028, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 16455, pieces: 12, revenue: 3834.91, fuel_surcharge: 564.72, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000241, customer_id: CUST00063, route_id: RTE00006, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 10331, pieces: 2, revenue: 1379.81, fuel_surcharge: 189.0, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000242, customer_id: CUST00038, route_id: RTE00017, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 17849, pieces: 22, revenue: 1758.83, fuel_surcharge: 384.2, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000243, customer_id: CUST00167, route_id: RTE00006, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 20919, pieces: 18, revenue: 1506.92, fuel_surcharge: 189.0, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000244, customer_id: CUST00064, route_id: RTE00008, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 25825, pieces: 22, revenue: 2258.29, fuel_surcharge: 114.3, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000245, customer_id: CUST00155, route_id: RTE00030, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 28537, pieces: 10, revenue: 4769.69, fuel_surcharge: 708.51, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000246, customer_id: CUST00013, route_id: RTE00028, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 26195, pieces: 5, revenue: 4529.59, fuel_surcharge: 564.72, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000247, customer_id: CUST00029, route_id: RTE00024, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 42067, pieces: 5, revenue: 3221.62, fuel_surcharge: 376.0, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000248, customer_id: CUST00007, route_id: RTE00052, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 10463, pieces: 26, revenue: 1312.03, fuel_surcharge: 273.36, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000249, customer_id: CUST00177, route_id: RTE00046, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 36150, pieces: 27, revenue: 5742.59, fuel_surcharge: 499.18, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000250, customer_id: CUST00011, route_id: RTE00011, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 32444, pieces: 12, revenue: 830.1, fuel_surcharge: 131.28, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000251, customer_id: CUST00084, route_id: RTE00055, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 29702, pieces: 14, revenue: 3276.87, fuel_surcharge: 357.25, accessorial_charges: 150, load_status: Completed, booking_type: Spot
load_id: LOAD00000252, customer_id: CUST00069, route_id: RTE00016, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 12988, pieces: 27, revenue: 7343.83, fuel_surcharge: 463.93, accessorial_charges: 150, load_status: Completed, booking_type: Contract
load_id: LOAD00000253, customer_id: CUST00199, route_id: RTE00042, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 44408, pieces: 25, revenue: 5359.63, fuel_surcharge: 472.14, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000254, customer_id: CUST00043, route_id: RTE00009, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 11755, pieces: 7, revenue: 1795.3, fuel_surcharge: 149.26, accessorial_charges: 150, load_status: Completed, booking_type: Contract
load_id: LOAD00000255, customer_id: CUST00165, route_id: RTE00057, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 18389, pieces: 18, revenue: 2392.1, fuel_surcharge: 276.3, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000256, customer_id: CUST00146, route_id: RTE00031, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 33540, pieces: 16, revenue: 1540.43, fuel_surcharge: 185.6, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000257, customer_id: CUST00096, route_id: RTE00018, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 27014, pieces: 26, revenue: 1227.0, fuel_surcharge: 187.6, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000258, customer_id: CUST00029, route_id: RTE00007, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 19834, pieces: 10, revenue: 3494.39, fuel_surcharge: 504.32, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000259, customer_id: CUST00176, route_id: RTE00052, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 19123, pieces: 9, revenue: 1265.51, fuel_surcharge: 273.36, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000260, customer_id: CUST00139, route_id: RTE00022, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 43475, pieces: 14, revenue: 1056.4, fuel_surcharge: 161.53, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000261, customer_id: CUST00109, route_id: RTE00032, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 32969, pieces: 26, revenue: 4890.16, fuel_surcharge: 451.8, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000262, customer_id: CUST00162, route_id: RTE00038, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 19086, pieces: 9, revenue: 3379.31, fuel_surcharge: 314.64, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000263, customer_id: CUST00092, route_id: RTE00040, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 19536, pieces: 28, revenue: 4733.49, fuel_surcharge: 524.7, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000264, customer_id: CUST00078, route_id: RTE00003, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 29478, pieces: 19, revenue: 5810.08, fuel_surcharge: 580.87, accessorial_charges: 200, load_status: Completed, booking_type: Contract
load_id: LOAD00000265, customer_id: CUST00056, route_id: RTE00042, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 37443, pieces: 7, revenue: 5920.22, fuel_surcharge: 472.14, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000266, customer_id: CUST00089, route_id: RTE00058, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 44198, pieces: 2, revenue: 1306.72, fuel_surcharge: 98.61, accessorial_charges: 50, load_status: Completed, booking_type: Spot
load_id: LOAD00000267, customer_id: CUST00072, route_id: RTE00020, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 22618, pieces: 25, revenue: 3996.03, fuel_surcharge: 738.48, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000268, customer_id: CUST00121, route_id: RTE00055, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 13182, pieces: 28, revenue: 3894.15, fuel_surcharge: 357.25, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000269, customer_id: CUST00110, route_id: RTE00030, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 32610, pieces: 10, revenue: 5990.32, fuel_surcharge: 708.51, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000270, customer_id: CUST00105, route_id: RTE00001, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 14492, pieces: 18, revenue: 1003.9, fuel_surcharge: 128.63, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000271, customer_id: CUST00011, route_id: RTE00009, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 12440, pieces: 24, revenue: 1472.89, fuel_surcharge: 149.26, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000272, customer_id: CUST00022, route_id: RTE00051, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 15666, pieces: 21, revenue: 3717.09, fuel_surcharge: 460.0, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000273, customer_id: CUST00069, route_id: RTE00015, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 37323, pieces: 1, revenue: 221.91, fuel_surcharge: 13.8, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000274, customer_id: CUST00058, route_id: RTE00058, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 29682, pieces: 7, revenue: 1269.25, fuel_surcharge: 98.61, accessorial_charges: 75, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000275, customer_id: CUST00115, route_id: RTE00008, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 42122, pieces: 21, revenue: 1949.0, fuel_surcharge: 114.3, accessorial_charges: 50, load_status: Completed, booking_type: Contract
load_id: LOAD00000276, customer_id: CUST00091, route_id: RTE00027, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 21699, pieces: 20, revenue: 2849.52, fuel_surcharge: 419.43, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000277, customer_id: CUST00196, route_id: RTE00050, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 31490, pieces: 5, revenue: 1214.08, fuel_surcharge: 170.88, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000278, customer_id: CUST00187, route_id: RTE00026, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 10094, pieces: 11, revenue: 3679.96, fuel_surcharge: 555.52, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000279, customer_id: CUST00049, route_id: RTE00009, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 12837, pieces: 16, revenue: 1689.33, fuel_surcharge: 149.26, accessorial_charges: 200, load_status: Completed, booking_type: Contract
load_id: LOAD00000280, customer_id: CUST00141, route_id: RTE00031, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 35935, pieces: 7, revenue: 1245.88, fuel_surcharge: 185.6, accessorial_charges: 75, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000281, customer_id: CUST00163, route_id: RTE00030, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 34675, pieces: 28, revenue: 5909.6, fuel_surcharge: 708.51, accessorial_charges: 75, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000282, customer_id: CUST00072, route_id: RTE00011, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 14491, pieces: 9, revenue: 915.87, fuel_surcharge: 131.28, accessorial_charges: 75, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000283, customer_id: CUST00044, route_id: RTE00026, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 23156, pieces: 24, revenue: 3247.17, fuel_surcharge: 555.52, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000284, customer_id: CUST00162, route_id: RTE00023, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 33704, pieces: 28, revenue: 2955.18, fuel_surcharge: 216.92, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000285, customer_id: CUST00061, route_id: RTE00019, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 44532, pieces: 7, revenue: 3308.29, fuel_surcharge: 406.72, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000286, customer_id: CUST00125, route_id: RTE00048, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 33292, pieces: 11, revenue: 6180.0, fuel_surcharge: 792.88, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000287, customer_id: CUST00077, route_id: RTE00038, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 20302, pieces: 25, revenue: 3103.71, fuel_surcharge: 314.64, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000288, customer_id: CUST00098, route_id: RTE00031, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 19442, pieces: 28, revenue: 1497.09, fuel_surcharge: 185.6, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000289, customer_id: CUST00107, route_id: RTE00025, load_date: 2022-01-04, load_type: Dry Van, weight_lbs: 30128, pieces: 9, revenue: 4777.84, fuel_surcharge: 565.38, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000290, customer_id: CUST00128, route_id: RTE00051, load_date: 2022-01-04, load_type: Refrigerated, weight_lbs: 44885, pieces: 12, revenue: 3322.58, fuel_surcharge: 460.0, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000291, customer_id: CUST00014, route_id: RTE00047, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 44942, pieces: 26, revenue: 1122.53, fuel_surcharge: 76.16, accessorial_charges: 50, load_status: Completed, booking_type: Spot
load_id: LOAD00000292, customer_id: CUST00180, route_id: RTE00049, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 14361, pieces: 8, revenue: 1788.45, fuel_surcharge: 144.0, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000293, customer_id: CUST00186, route_id: RTE00044, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 19332, pieces: 15, revenue: 7502.53, fuel_surcharge: 814.37, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000294, customer_id: CUST00135, route_id: RTE00030, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 31093, pieces: 1, revenue: 4720.28, fuel_surcharge: 708.51, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000295, customer_id: CUST00094, route_id: RTE00010, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 12746, pieces: 18, revenue: 138.75, fuel_surcharge: 15.64, accessorial_charges: 50, load_status: Completed, booking_type: Spot
load_id: LOAD00000296, customer_id: CUST00012, route_id: RTE00017, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 20264, pieces: 23, revenue: 2067.26, fuel_surcharge: 384.2, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000297, customer_id: CUST00147, route_id: RTE00029, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 35910, pieces: 6, revenue: 7274.65, fuel_surcharge: 891.82, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000298, customer_id: CUST00017, route_id: RTE00011, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 44646, pieces: 17, revenue: 988.09, fuel_surcharge: 131.28, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000299, customer_id: CUST00181, route_id: RTE00054, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 36569, pieces: 26, revenue: 2986.19, fuel_surcharge: 295.83, accessorial_charges: 150, load_status: Completed, booking_type: Contract
load_id: LOAD00000300, customer_id: CUST00062, route_id: RTE00053, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 11113, pieces: 2, revenue: 2096.97, fuel_surcharge: 209.79, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000301, customer_id: CUST00066, route_id: RTE00026, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 21692, pieces: 1, revenue: 3255.42, fuel_surcharge: 555.52, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000302, customer_id: CUST00094, route_id: RTE00042, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 28998, pieces: 17, revenue: 6158.03, fuel_surcharge: 472.14, accessorial_charges: 100, load_status: Completed, booking_type: Spot
load_id: LOAD00000303, customer_id: CUST00028, route_id: RTE00008, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 18219, pieces: 12, revenue: 1725.81, fuel_surcharge: 114.3, accessorial_charges: 50, load_status: Completed, booking_type: Spot
load_id: LOAD00000304, customer_id: CUST00010, route_id: RTE00039, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 27648, pieces: 7, revenue: 1869.33, fuel_surcharge: 344.52, accessorial_charges: 200, load_status: Completed, booking_type: Contract
load_id: LOAD00000305, customer_id: CUST00061, route_id: RTE00003, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 35504, pieces: 28, revenue: 4623.03, fuel_surcharge: 580.87, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000306, customer_id: CUST00077, route_id: RTE00030, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 13225, pieces: 10, revenue: 5318.35, fuel_surcharge: 708.51, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000307, customer_id: CUST00193, route_id: RTE00057, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 41887, pieces: 4, revenue: 2182.08, fuel_surcharge: 276.3, accessorial_charges: 100, load_status: Completed, booking_type: Contract
load_id: LOAD00000308, customer_id: CUST00093, route_id: RTE00045, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 23496, pieces: 11, revenue: 1508.84, fuel_surcharge: 137.31, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000309, customer_id: CUST00010, route_id: RTE00049, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 11063, pieces: 14, revenue: 2152.64, fuel_surcharge: 144.0, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000310, customer_id: CUST00178, route_id: RTE00031, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 30429, pieces: 8, revenue: 1608.28, fuel_surcharge: 185.6, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000311, customer_id: CUST00088, route_id: RTE00055, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 28709, pieces: 6, revenue: 3231.64, fuel_surcharge: 357.25, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000312, customer_id: CUST00193, route_id: RTE00017, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 40518, pieces: 10, revenue: 2057.11, fuel_surcharge: 384.2, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000313, customer_id: CUST00122, route_id: RTE00036, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 21230, pieces: 11, revenue: 753.04, fuel_surcharge: 86.46, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000314, customer_id: CUST00003, route_id: RTE00051, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 15492, pieces: 25, revenue: 3590.66, fuel_surcharge: 460.0, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000315, customer_id: CUST00043, route_id: RTE00053, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 31244, pieces: 2, revenue: 1773.28, fuel_surcharge: 209.79, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000316, customer_id: CUST00099, route_id: RTE00001, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 15667, pieces: 6, revenue: 1221.23, fuel_surcharge: 128.63, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000317, customer_id: CUST00013, route_id: RTE00037, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 26290, pieces: 15, revenue: 4034.18, fuel_surcharge: 537.81, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000318, customer_id: CUST00088, route_id: RTE00009, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 23663, pieces: 13, revenue: 1757.15, fuel_surcharge: 149.26, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000319, customer_id: CUST00135, route_id: RTE00044, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 32892, pieces: 6, revenue: 6242.43, fuel_surcharge: 814.37, accessorial_charges: 100, load_status: Completed, booking_type: Spot
load_id: LOAD00000320, customer_id: CUST00098, route_id: RTE00032, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 17156, pieces: 7, revenue: 4386.41, fuel_surcharge: 451.8, accessorial_charges: 150, load_status: Completed, booking_type: Spot
load_id: LOAD00000321, customer_id: CUST00021, route_id: RTE00005, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 41502, pieces: 14, revenue: 4068.37, fuel_surcharge: 454.74, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000322, customer_id: CUST00171, route_id: RTE00034, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 13222, pieces: 14, revenue: 4402.62, fuel_surcharge: 792.88, accessorial_charges: 100, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000323, customer_id: CUST00094, route_id: RTE00017, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 36628, pieces: 19, revenue: 1956.59, fuel_surcharge: 384.2, accessorial_charges: 150, load_status: Completed, booking_type: Spot
load_id: LOAD00000324, customer_id: CUST00199, route_id: RTE00005, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 28264, pieces: 24, revenue: 4348.32, fuel_surcharge: 454.74, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000325, customer_id: CUST00195, route_id: RTE00024, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 35646, pieces: 3, revenue: 3313.86, fuel_surcharge: 376.0, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000326, customer_id: CUST00062, route_id: RTE00041, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 41454, pieces: 13, revenue: 3159.71, fuel_surcharge: 255.36, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000327, customer_id: CUST00198, route_id: RTE00033, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 25987, pieces: 27, revenue: 410.96, fuel_surcharge: 40.08, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000328, customer_id: CUST00174, route_id: RTE00024, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 28380, pieces: 19, revenue: 3270.17, fuel_surcharge: 376.0, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000329, customer_id: CUST00084, route_id: RTE00037, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 27062, pieces: 27, revenue: 3862.22, fuel_surcharge: 537.81, accessorial_charges: 0, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000330, customer_id: CUST00048, route_id: RTE00035, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 29580, pieces: 18, revenue: 2105.09, fuel_surcharge: 344.12, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000331, customer_id: CUST00056, route_id: RTE00017, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 37092, pieces: 22, revenue: 2180.37, fuel_surcharge: 384.2, accessorial_charges: 50, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000332, customer_id: CUST00037, route_id: RTE00032, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 43216, pieces: 10, revenue: 4928.87, fuel_surcharge: 451.8, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000333, customer_id: CUST00092, route_id: RTE00039, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 35828, pieces: 8, revenue: 2342.86, fuel_surcharge: 344.52, accessorial_charges: 100, load_status: Completed, booking_type: Contract
load_id: LOAD00000334, customer_id: CUST00168, route_id: RTE00028, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 14089, pieces: 20, revenue: 3894.05, fuel_surcharge: 564.72, accessorial_charges: 75, load_status: Completed, booking_type: Contract
load_id: LOAD00000335, customer_id: CUST00046, route_id: RTE00039, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 21870, pieces: 6, revenue: 1862.64, fuel_surcharge: 344.52, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000336, customer_id: CUST00041, route_id: RTE00035, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 30883, pieces: 26, revenue: 2241.78, fuel_surcharge: 344.12, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000337, customer_id: CUST00097, route_id: RTE00042, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 35824, pieces: 12, revenue: 6168.45, fuel_surcharge: 472.14, accessorial_charges: 150, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000338, customer_id: CUST00067, route_id: RTE00034, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 31836, pieces: 11, revenue: 4306.84, fuel_surcharge: 792.88, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000339, customer_id: CUST00047, route_id: RTE00019, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 42333, pieces: 6, revenue: 2620.75, fuel_surcharge: 406.72, accessorial_charges: 0, load_status: Completed, booking_type: Spot
load_id: LOAD00000340, customer_id: CUST00036, route_id: RTE00022, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 29698, pieces: 24, revenue: 1117.09, fuel_surcharge: 161.53, accessorial_charges: 50, load_status: Completed, booking_type: Contract
load_id: LOAD00000341, customer_id: CUST00021, route_id: RTE00004, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 38810, pieces: 21, revenue: 3558.92, fuel_surcharge: 383.23, accessorial_charges: 0, load_status: Completed, booking_type: Contract
load_id: LOAD00000342, customer_id: CUST00118, route_id: RTE00049, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 27232, pieces: 26, revenue: 2044.98, fuel_surcharge: 144.0, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000343, customer_id: CUST00162, route_id: RTE00038, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 12820, pieces: 2, revenue: 3811.52, fuel_surcharge: 314.64, accessorial_charges: 200, load_status: Completed, booking_type: Contract
load_id: LOAD00000344, customer_id: CUST00059, route_id: RTE00051, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 40559, pieces: 19, revenue: 3229.55, fuel_surcharge: 460.0, accessorial_charges: 200, load_status: Completed, booking_type: Dedicated
load_id: LOAD00000345, customer_id: CUST00056, route_id: RTE00002, load_date: 2022-01-05, load_type: Dry Van, weight_lbs: 28145, pieces: 27, revenue: 1351.98, fuel_surcharge: 153.34, accessorial_charges: 200, load_status: Completed, booking_type: Spot
load_id: LOAD00000346, customer_id: CUST00093, route_id: RTE00015, load_date: 2022-01-05, load_type: Refrigerated, weight_lbs: 27999, pieces: 19, revenue: 287.75, fuel_surcharge: 13.8, accessorial_charges: 200, load_status: Completed, booking_type: Spot
