trip_id: TRIP00000001, load_id: LOAD00000001, driver_id: DRV00117, truck_id: TRK00035, trailer_id: TRL00167, dispatch_date: 2022-01-01, actual_distance_miles: 1314, actual_duration_hours: 26.2, fuel_gallons_used: 183.8, average_mpg: 7.15, idle_time_hours: 3.5, trip_status: Completed
trip_id: TRIP00000174, load_id: LOAD00000174, driver_id: DRV00139, truck_id: TRK00057, trailer_id: TRL00057, dispatch_date: 2022-01-03, actual_distance_miles: 2801, actual_duration_hours: 46.7, fuel_gallons_used: 509.3, average_mpg: 5.5, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00000175, load_id: LOAD00000175, driver_id: DRV00082, truck_id: TRK00002, trailer_id: TRL00093, dispatch_date: 2022-01-03, actual_distance_miles: 560, actual_duration_hours: 9.3, fuel_gallons_used: 80.8, average_mpg: 6.93, idle_time_hours: 10.6, trip_status: Completed
trip_id: TRIP00000176, load_id: LOAD00000176, driver_id: DRV00036, truck_id: TRK00086, trailer_id: TRL00099, dispatch_date: 2022-01-03, actual_distance_miles: 505, actual_duration_hours: 7.9, fuel_gallons_used: 91.5, average_mpg: 5.52, idle_time_hours: 3.0, trip_status: Completed
trip_id: TRIP00000177, load_id: LOAD00000177, driver_id: DRV00075, truck_id: TRK00074, trailer_id: TRL00141, dispatch_date: 2022-01-03, actual_distance_miles: 801, actual_duration_hours: 14.9, fuel_gallons_used: 139.1, average_mpg: 5.76, idle_time_hours: 2.3, trip_status: Completed
trip_id: TRIP00000178, load_id: LOAD00000178, driver_id: DRV00056, truck_id: TRK00096, trailer_id: TRL00165, dispatch_date: 2022-01-03, actual_distance_miles: 2161, actual_duration_hours: 34.7, fuel_gallons_used: 341.9, average_mpg: 6.32, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00000179, load_id: LOAD00000179, driver_id: DRV00003, truck_id: TRK00103, trailer_id: TRL00089, dispatch_date: 2022-01-03, actual_distance_miles: 2605, actual_duration_hours: 48.3, fuel_gallons_used: 379.2, average_mpg: 6.87, idle_time_hours: 5.1, trip_status: Completed
trip_id: TRIP00000180, load_id: LOAD00000180, driver_id: DRV00019, truck_id: TRK00013, trailer_id: TRL00040, dispatch_date: 2022-01-03, actual_distance_miles: 693, actual_duration_hours: 12.1, fuel_gallons_used: 104.5, average_mpg: 6.63, idle_time_hours: 6.3, trip_status: Completed
trip_id: TRIP00000181, load_id: LOAD00000181, driver_id: DRV00145, truck_id: TRK00086, trailer_id: TRL00081, dispatch_date: 2022-01-03, actual_distance_miles: 1246, actual_duration_hours: 20.2, fuel_gallons_used: 185.4, average_mpg: 6.72, idle_time_hours: 6.4, trip_status: Completed
trip_id: TRIP00000182, load_id: LOAD00000182, driver_id: DRV00065, truck_id: TRK00058, trailer_id: TRL00033, dispatch_date: 2022-01-03, actual_distance_miles: 2143, actual_duration_hours: 38.5, fuel_gallons_used: 346.2, average_mpg: 6.19, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00000183, load_id: LOAD00000183, driver_id: DRV00078, truck_id: TRK00029, trailer_id: TRL00097, dispatch_date: 2022-01-03, actual_distance_miles: 2745, actual_duration_hours: 54.0, fuel_gallons_used: 486.7, average_mpg: 5.64, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00000184, load_id: LOAD00000184, driver_id: DRV00107, truck_id: TRK00026, trailer_id: TRL00014, dispatch_date: 2022-01-03, actual_distance_miles: 488, actual_duration_hours: 8.6, fuel_gallons_used: 81.6, average_mpg: 5.98, idle_time_hours: 9.8, trip_status: Completed
trip_id: TRIP00000185, load_id: LOAD00000185, driver_id: DRV00063, truck_id: TRK00092, trailer_id: TRL00011, dispatch_date: 2022-01-03, actual_distance_miles: 1215, actual_duration_hours: 21.1, fuel_gallons_used: 198.2, average_mpg: 6.13, idle_time_hours: 4.6, trip_status: Completed
trip_id: TRIP00000186, load_id: LOAD00000186, driver_id: DRV00123, truck_id: TRK00110, trailer_id: TRL00102, dispatch_date: 2022-01-03, actual_distance_miles: 2620, actual_duration_hours: 46.6, fuel_gallons_used: 378.6, average_mpg: 6.92, idle_time_hours: 6.8, trip_status: Completed
trip_id: TRIP00000187, load_id: LOAD00000187, driver_id: DRV00095, truck_id: TRK00053, trailer_id: TRL00048, dispatch_date: 2022-01-03, actual_distance_miles: 2087, actual_duration_hours: 37.9, fuel_gallons_used: 360.4, average_mpg: 5.79, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00000188, load_id: LOAD00000188, driver_id: DRV00050, truck_id: TRK00065, trailer_id: TRL00003, dispatch_date: 2022-01-03, actual_distance_miles: 2792, actual_duration_hours: 51.1, fuel_gallons_used: 458.5, average_mpg: 6.09, idle_time_hours: 6.9, trip_status: Completed
trip_id: TRIP00000189, load_id: LOAD00000189, driver_id: DRV00010, truck_id: TRK00112, trailer_id: TRL00125, dispatch_date: 2022-01-03, actual_distance_miles: 1247, actual_duration_hours: 21.2, fuel_gallons_used: 182.8, average_mpg: 6.82, idle_time_hours: 11.2, trip_status: Completed
trip_id: TRIP00000190, load_id: LOAD00000190, driver_id: DRV00111, truck_id: TRK00105, trailer_id: TRL00069, dispatch_date: 2022-01-03, actual_distance_miles: 471, actual_duration_hours: 9.3, fuel_gallons_used: 67.8, average_mpg: 6.95, idle_time_hours: 6.6, trip_status: Completed
trip_id: TRIP00000191, load_id: LOAD00000191, driver_id: DRV00138, truck_id: TRK00035, trailer_id: TRL00022, dispatch_date: 2022-01-03, actual_distance_miles: 719, actual_duration_hours: 12.7, fuel_gallons_used: 105.4, average_mpg: 6.82, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00000192, load_id: LOAD00000192, driver_id: DRV00091, truck_id: TRK00053, trailer_id: TRL00127, dispatch_date: 2022-01-03, actual_distance_miles: 1581, actual_duration_hours: 24.8, fuel_gallons_used: 236.3, average_mpg: 6.69, idle_time_hours: 9.1, trip_status: Completed
trip_id: TRIP00000193, load_id: LOAD00000193, driver_id: DRV00113, truck_id: TRK00015, trailer_id: TRL00118, dispatch_date: 2022-01-03, actual_distance_miles: 752, actual_duration_hours: 11.7, fuel_gallons_used: 105.0, average_mpg: 7.16, idle_time_hours: 10.3, trip_status: Completed
trip_id: TRIP00000194, load_id: LOAD00000194, driver_id: DRV00100, truck_id: TRK00026, trailer_id: TRL00093, dispatch_date: 2022-01-03, actual_distance_miles: 689, actual_duration_hours: 10.8, fuel_gallons_used: 118.4, average_mpg: 5.82, idle_time_hours: 5.8, trip_status: Completed
trip_id: TRIP00000195, load_id: LOAD00000195, driver_id: DRV00138, truck_id: TRK00020, trailer_id: TRL00177, dispatch_date: 2022-01-03, actual_distance_miles: 2664, actual_duration_hours: 48.3, fuel_gallons_used: 462.5, average_mpg: 5.76, idle_time_hours: 4.2, trip_status: Completed
trip_id: TRIP00000196, load_id: LOAD00000196, driver_id: DRV00147, truck_id: TRK00026, trailer_id: TRL00093, dispatch_date: 2022-01-03, actual_distance_miles: 1721, actual_duration_hours: 30.2, fuel_gallons_used: 290.7, average_mpg: 5.92, idle_time_hours: 10.5, trip_status: Completed
trip_id: TRIP00000197, load_id: LOAD00000197, driver_id: DRV00108, truck_id: TRK00108, trailer_id: TRL00008, dispatch_date: 2022-01-03, actual_distance_miles: 2411, actual_duration_hours: 46.0, fuel_gallons_used: 427.5, average_mpg: 5.64, idle_time_hours: 8.6, trip_status: Completed
trip_id: TRIP00000198, load_id: LOAD00000198, driver_id: DRV00127, truck_id: TRK00058, trailer_id: TRL00170, dispatch_date: 2022-01-03, actual_distance_miles: 1368, actual_duration_hours: 26.6, fuel_gallons_used: 243.4, average_mpg: 5.62, idle_time_hours: 5.5, trip_status: Completed
trip_id: TRIP00000199, load_id: LOAD00000199, driver_id: DRV00035, truck_id: TRK00057, trailer_id: TRL00030, dispatch_date: 2022-01-03, actual_distance_miles: 696, actual_duration_hours: 12.0, fuel_gallons_used: 100.6, average_mpg: 6.92, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00000200, load_id: LOAD00000200, driver_id: DRV00041, truck_id: TRK00012, trailer_id: TRL00149, dispatch_date: 2022-01-03, actual_distance_miles: 1221, actual_duration_hours: 20.4, fuel_gallons_used: 171.7, average_mpg: 7.11, idle_time_hours: 10.6, trip_status: Completed
trip_id: TRIP00000201, load_id: LOAD00000201, driver_id: DRV00142, truck_id: TRK00004, trailer_id: TRL00056, dispatch_date: 2022-01-03, actual_distance_miles: 1275, actual_duration_hours: 20.7, fuel_gallons_used: 180.9, average_mpg: 7.05, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00000202, load_id: LOAD00000202, driver_id: DRV00114, truck_id: TRK00071, trailer_id: TRL00036, dispatch_date: 2022-01-03, actual_distance_miles: 698, actual_duration_hours: 13.4, fuel_gallons_used: 107.4, average_mpg: 6.5, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00000203, load_id: LOAD00000203, driver_id: DRV00103, truck_id: TRK00101, trailer_id: TRL00053, dispatch_date: 2022-01-03, actual_distance_miles: 641, actual_duration_hours: 11.7, fuel_gallons_used: 87.3, average_mpg: 7.34, idle_time_hours: 4.1, trip_status: Completed
trip_id: TRIP00000204, load_id: LOAD00000204, driver_id: DRV00089, truck_id: TRK00111, trailer_id: TRL00088, dispatch_date: 2022-01-03, actual_distance_miles: 2674, actual_duration_hours: 46.7, fuel_gallons_used: 372.9, average_mpg: 7.17, idle_time_hours: 2.6, trip_status: Completed
trip_id: TRIP00000205, load_id: LOAD00000205, driver_id: DRV00095, truck_id: TRK00079, trailer_id: TRL00065, dispatch_date: 2022-01-03, actual_distance_miles: 1033, actual_duration_hours: 17.7, fuel_gallons_used: 148.0, average_mpg: 6.98, idle_time_hours: 6.9, trip_status: Completed
trip_id: TRIP00000206, load_id: LOAD00000206, driver_id: DRV00011, truck_id: TRK00015, trailer_id: TRL00020, dispatch_date: 2022-01-03, actual_distance_miles: 644, actual_duration_hours: 11.8, fuel_gallons_used: 102.4, average_mpg: 6.29, idle_time_hours: 2.7, trip_status: Completed
trip_id: TRIP00000207, load_id: LOAD00000207, driver_id: DRV00059, truck_id: TRK00010, trailer_id: TRL00063, dispatch_date: 2022-01-03, actual_distance_miles: 1137, actual_duration_hours: 18.9, fuel_gallons_used: 168.4, average_mpg: 6.75, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00000208, load_id: LOAD00000208, driver_id: DRV00124, truck_id: TRK00031, trailer_id: TRL00064, dispatch_date: 2022-01-03, actual_distance_miles: 2390, actual_duration_hours: 41.9, fuel_gallons_used: 319.5, average_mpg: 7.48, idle_time_hours: 11.5, trip_status: Completed
trip_id: TRIP00000209, load_id: LOAD00000209, driver_id: DRV00065, truck_id: TRK00110, trailer_id: TRL00169, dispatch_date: 2022-01-03, actual_distance_miles: 1984, actual_duration_hours: 31.8, fuel_gallons_used: 343.3, average_mpg: 5.78, idle_time_hours: 9.8, trip_status: Completed
trip_id: TRIP00000210, load_id: LOAD00000210, driver_id: DRV00083, truck_id: TRK00116, trailer_id: TRL00048, dispatch_date: 2022-01-03, actual_distance_miles: 670, actual_duration_hours: 10.9, fuel_gallons_used: 93.4, average_mpg: 7.17, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00000211, load_id: LOAD00000211, driver_id: DRV00005, truck_id: TRK00105, trailer_id: TRL00083, dispatch_date: 2022-01-03, actual_distance_miles: 1612, actual_duration_hours: 29.2, fuel_gallons_used: 271.8, average_mpg: 5.93, idle_time_hours: 8.3, trip_status: Completed
trip_id: TRIP00000212, load_id: LOAD00000212, driver_id: DRV00004, truck_id: TRK00049, trailer_id: TRL00125, dispatch_date: 2022-01-03, actual_distance_miles: 1743, actual_duration_hours: 33.2, fuel_gallons_used: 289.1, average_mpg: 6.03, idle_time_hours: 3.8, trip_status: Completed
trip_id: TRIP00000213, load_id: LOAD00000213, driver_id: DRV00099, truck_id: TRK00035, trailer_id: TRL00125, dispatch_date: 2022-01-03, actual_distance_miles: 1704, actual_duration_hours: 33.7, fuel_gallons_used: 230.6, average_mpg: 7.39, idle_time_hours: 7.9, trip_status: Completed
trip_id: TRIP00000214, load_id: LOAD00000214, driver_id: DRV00012, truck_id: TRK00009, trailer_id: TRL00046, dispatch_date: 2022-01-03, actual_distance_miles: 1311, actual_duration_hours: 23.9, fuel_gallons_used: 201.7, average_mpg: 6.5, idle_time_hours: 11.7, trip_status: Completed
trip_id: TRIP00000215, load_id: LOAD00000215, driver_id: DRV00006, truck_id: TRK00011, trailer_id: TRL00175, dispatch_date: 2022-01-03, actual_distance_miles: 712, actual_duration_hours: 11.8, fuel_gallons_used: 103.9, average_mpg: 6.85, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00000216, load_id: LOAD00000216, driver_id: DRV00101, truck_id: TRK00010, trailer_id: TRL00024, dispatch_date: 2022-01-03, actual_distance_miles: 486, actual_duration_hours: 7.8, fuel_gallons_used: 77.4, average_mpg: 6.28, idle_time_hours: 9.7, trip_status: Completed
trip_id: TRIP00000217, load_id: LOAD00000217, driver_id: DRV00022, truck_id: TRK00083, trailer_id: TRL00081, dispatch_date: 2022-01-03, actual_distance_miles: 1068, actual_duration_hours: 19.9, fuel_gallons_used: 182.9, average_mpg: 5.84, idle_time_hours: 6.8, trip_status: Completed
trip_id: TRIP00000218, load_id: LOAD00000218, driver_id: DRV00132, truck_id: TRK00019, trailer_id: TRL00059, dispatch_date: 2022-01-03, actual_distance_miles: 2179, actual_duration_hours: 38.9, fuel_gallons_used: 314.0, average_mpg: 6.94, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00000219, load_id: LOAD00000219, driver_id: DRV00044, truck_id: TRK00035, trailer_id: TRL00107, dispatch_date: 2022-01-03, actual_distance_miles: 1371, actual_duration_hours: 24.7, fuel_gallons_used: 214.6, average_mpg: 6.39, idle_time_hours: 11.0, trip_status: Completed
trip_id: TRIP00000220, load_id: LOAD00000220, driver_id: DRV00082, truck_id: TRK00084, trailer_id: TRL00108, dispatch_date: 2022-01-03, actual_distance_miles: 695, actual_duration_hours: 12.1, fuel_gallons_used: 94.6, average_mpg: 7.35, idle_time_hours: 8.8, trip_status: Completed
trip_id: TRIP00000221, load_id: LOAD00000221, driver_id: DRV00147, truck_id: TRK00008, trailer_id: TRL00046, dispatch_date: 2022-01-04, actual_distance_miles: 1092, actual_duration_hours: 17.0, fuel_gallons_used: 155.8, average_mpg: 7.01, idle_time_hours: 5.8, trip_status: Completed
trip_id: TRIP00000222, load_id: LOAD00000222, driver_id: DRV00107, truck_id: TRK00053, trailer_id: TRL00043, dispatch_date: 2022-01-04, actual_distance_miles: 2212, actual_duration_hours: 42.4, fuel_gallons_used: 363.2, average_mpg: 6.09, idle_time_hours: 2.0, trip_status: Completed
trip_id: TRIP00000223, load_id: LOAD00000223, driver_id: DRV00084, truck_id: TRK00041, trailer_id: TRL00027, dispatch_date: 2022-01-04, actual_distance_miles: 3341, actual_duration_hours: 51.7, fuel_gallons_used: 588.2, average_mpg: 5.68, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00000224, load_id: LOAD00000224, driver_id: DRV00047, truck_id: TRK00060, trailer_id: TRL00022, dispatch_date: 2022-01-04, actual_distance_miles: 686, actual_duration_hours: 12.7, fuel_gallons_used: 115.1, average_mpg: 5.96, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00000225, load_id: LOAD00000225, driver_id: DRV00047, truck_id: TRK00020, trailer_id: TRL00054, dispatch_date: 2022-01-04, actual_distance_miles: 1050, actual_duration_hours: 18.2, fuel_gallons_used: 144.2, average_mpg: 7.28, idle_time_hours: 7.1, trip_status: Completed
trip_id: TRIP00000226, load_id: LOAD00000226, driver_id: DRV00148, truck_id: TRK00101, trailer_id: TRL00065, dispatch_date: 2022-01-04, actual_distance_miles: 1911, actual_duration_hours: 31.7, fuel_gallons_used: 307.2, average_mpg: 6.22, idle_time_hours: 2.6, trip_status: Completed
trip_id: TRIP00000227, load_id: LOAD00000227, driver_id: DRV00097, truck_id: TRK00033, trailer_id: TRL00177, dispatch_date: 2022-01-04, actual_distance_miles: 1091, actual_duration_hours: 17.8, fuel_gallons_used: 160.0, average_mpg: 6.82, idle_time_hours: 8.0, trip_status: Completed
trip_id: TRIP00000228, load_id: LOAD00000228, driver_id: DRV00001, truck_id: TRK00041, trailer_id: TRL00012, dispatch_date: 2022-01-04, actual_distance_miles: 1626, actual_duration_hours: 28.0, fuel_gallons_used: 239.8, average_mpg: 6.78, idle_time_hours: 9.7, trip_status: Completed
trip_id: TRIP00000229, load_id: LOAD00000229, driver_id: DRV00101, truck_id: TRK00033, trailer_id: TRL00110, dispatch_date: 2022-01-04, actual_distance_miles: 1293, actual_duration_hours: 25.5, fuel_gallons_used: 176.9, average_mpg: 7.31, idle_time_hours: 6.4, trip_status: Completed
trip_id: TRIP00000230, load_id: LOAD00000230, driver_id: DRV00091, truck_id: TRK00082, trailer_id: TRL00057, dispatch_date: 2022-01-04, actual_distance_miles: 708, actual_duration_hours: 10.9, fuel_gallons_used: 128.3, average_mpg: 5.52, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00000231, load_id: LOAD00000231, driver_id: DRV00148, truck_id: TRK00095, trailer_id: TRL00087, dispatch_date: 2022-01-04, actual_distance_miles: 173, actual_duration_hours: 3.2, fuel_gallons_used: 29.5, average_mpg: 5.86, idle_time_hours: 8.0, trip_status: Completed
trip_id: TRIP00000232, load_id: LOAD00000232, driver_id: DRV00088, truck_id: TRK00062, trailer_id: TRL00030, dispatch_date: 2022-01-04, actual_distance_miles: 2153, actual_duration_hours: 33.1, fuel_gallons_used: 302.4, average_mpg: 7.12, idle_time_hours: 3.0, trip_status: Completed
trip_id: TRIP00000233, load_id: LOAD00000233, driver_id: DRV00074, truck_id: TRK00024, trailer_id: TRL00028, dispatch_date: 2022-01-04, actual_distance_miles: 1083, actual_duration_hours: 18.4, fuel_gallons_used: 185.4, average_mpg: 5.84, idle_time_hours: 6.8, trip_status: Completed
trip_id: TRIP00000234, load_id: LOAD00000234, driver_id: DRV00029, truck_id: TRK00091, trailer_id: TRL00172, dispatch_date: 2022-01-04, actual_distance_miles: 644, actual_duration_hours: 12.4, fuel_gallons_used: 101.1, average_mpg: 6.37, idle_time_hours: 8.9, trip_status: Completed
trip_id: TRIP00000235, load_id: LOAD00000235, driver_id: DRV00041, truck_id: TRK00016, trailer_id: TRL00160, dispatch_date: 2022-01-04, actual_distance_miles: 91, actual_duration_hours: 1.6, fuel_gallons_used: 13.0, average_mpg: 7.02, idle_time_hours: 9.5, trip_status: Completed
trip_id: TRIP00000236, load_id: LOAD00000236, driver_id: DRV00037, truck_id: TRK00099, trailer_id: TRL00052, dispatch_date: 2022-01-04, actual_distance_miles: 1185, actual_duration_hours: 23.4, fuel_gallons_used: 160.6, average_mpg: 7.38, idle_time_hours: 8.5, trip_status: Completed
trip_id: TRIP00000237, load_id: LOAD00000237, driver_id: DRV00090, truck_id: TRK00019, trailer_id: TRL00064, dispatch_date: 2022-01-04, actual_distance_miles: 1597, actual_duration_hours: 25.9, fuel_gallons_used: 251.5, average_mpg: 6.35, idle_time_hours: 6.1, trip_status: Completed
trip_id: TRIP00000238, load_id: LOAD00000238, driver_id: DRV00094, truck_id: TRK00012, trailer_id: TRL00005, dispatch_date: 2022-01-04, actual_distance_miles: 894, actual_duration_hours: 14.7, fuel_gallons_used: 146.8, average_mpg: 6.09, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00000239, load_id: LOAD00000239, driver_id: DRV00034, truck_id: TRK00091, trailer_id: TRL00158, dispatch_date: 2022-01-04, actual_distance_miles: 2181, actual_duration_hours: 37.7, fuel_gallons_used: 390.2, average_mpg: 5.59, idle_time_hours: 9.7, trip_status: Completed
trip_id: TRIP00000240, load_id: LOAD00000240, driver_id: DRV00113, truck_id: TRK00107, trailer_id: TRL00025, dispatch_date: 2022-01-04, actual_distance_miles: 2145, actual_duration_hours: 41.3, fuel_gallons_used: 374.3, average_mpg: 5.73, idle_time_hours: 7.3, trip_status: Completed
trip_id: TRIP00000241, load_id: LOAD00000241, driver_id: DRV00062, truck_id: TRK00061, trailer_id: TRL00099, dispatch_date: 2022-01-04, actual_distance_miles: 688, actual_duration_hours: 10.6, fuel_gallons_used: 100.6, average_mpg: 6.84, idle_time_hours: 9.9, trip_status: Completed
trip_id: TRIP00000242, load_id: LOAD00000242, driver_id: DRV00034, truck_id: TRK00076, trailer_id: TRL00180, dispatch_date: 2022-01-04, actual_distance_miles: 1208, actual_duration_hours: 19.5, fuel_gallons_used: 193.0, average_mpg: 6.26, idle_time_hours: 7.8, trip_status: Completed
trip_id: TRIP00000243, load_id: LOAD00000243, driver_id: DRV00013, truck_id: TRK00002, trailer_id: TRL00030, dispatch_date: 2022-01-04, actual_distance_miles: 684, actual_duration_hours: 10.8, fuel_gallons_used: 105.4, average_mpg: 6.49, idle_time_hours: 8.1, trip_status: Completed
trip_id: TRIP00000244, load_id: LOAD00000244, driver_id: DRV00074, truck_id: TRK00055, trailer_id: TRL00088, dispatch_date: 2022-01-04, actual_distance_miles: 801, actual_duration_hours: 13.2, fuel_gallons_used: 132.0, average_mpg: 6.07, idle_time_hours: 11.4, trip_status: Completed
trip_id: TRIP00000245, load_id: LOAD00000245, driver_id: DRV00087, truck_id: TRK00026, trailer_id: TRL00040, dispatch_date: 2022-01-04, actual_distance_miles: 2174, actual_duration_hours: 42.3, fuel_gallons_used: 375.5, average_mpg: 5.79, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00000246, load_id: LOAD00000246, driver_id: DRV00014, truck_id: TRK00116, trailer_id: TRL00024, dispatch_date: 2022-01-04, actual_distance_miles: 2334, actual_duration_hours: 36.8, fuel_gallons_used: 344.2, average_mpg: 6.78, idle_time_hours: 7.2, trip_status: Completed
trip_id: TRIP00000247, load_id: LOAD00000247, driver_id: DRV00147, truck_id: TRK00045, trailer_id: TRL00177, dispatch_date: 2022-01-04, actual_distance_miles: 1243, actual_duration_hours: 23.2, fuel_gallons_used: 211.0, average_mpg: 5.89, idle_time_hours: 3.0, trip_status: Completed
trip_id: TRIP00000248, load_id: LOAD00000248, driver_id: DRV00036, truck_id: TRK00031, trailer_id: TRL00151, dispatch_date: 2022-01-04, actual_distance_miles: 805, actual_duration_hours: 13.6, fuel_gallons_used: 115.8, average_mpg: 6.95, idle_time_hours: 2.7, trip_status: Completed
trip_id: TRIP00000249, load_id: LOAD00000249, driver_id: DRV00003, truck_id: TRK00107, trailer_id: TRL00079, dispatch_date: 2022-01-04, actual_distance_miles: 2361, actual_duration_hours: 39.5, fuel_gallons_used: 415.7, average_mpg: 5.68, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00000250, load_id: LOAD00000250, driver_id: DRV00005, truck_id: TRK00048, trailer_id: TRL00155, dispatch_date: 2022-01-04, actual_distance_miles: 578, actual_duration_hours: 9.7, fuel_gallons_used: 79.3, average_mpg: 7.29, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00000251, load_id: LOAD00000251, driver_id: DRV00009, truck_id: TRK00052, trailer_id: nan, dispatch_date: 2022-01-04, actual_distance_miles: 1469, actual_duration_hours: 24.7, fuel_gallons_used: 257.7, average_mpg: 5.7, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00000252, load_id: LOAD00000252, driver_id: DRV00015, truck_id: TRK00085, trailer_id: TRL00158, dispatch_date: 2022-01-04, actual_distance_miles: 2882, actual_duration_hours: 49.9, fuel_gallons_used: 433.4, average_mpg: 6.65, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00000253, load_id: LOAD00000253, driver_id: DRV00114, truck_id: TRK00098, trailer_id: TRL00138, dispatch_date: 2022-01-04, actual_distance_miles: 2659, actual_duration_hours: 46.6, fuel_gallons_used: 464.9, average_mpg: 5.72, idle_time_hours: 12.0, trip_status: Completed
trip_id: TRIP00000254, load_id: LOAD00000254, driver_id: DRV00117, truck_id: TRK00029, trailer_id: TRL00162, dispatch_date: 2022-01-04, actual_distance_miles: 869, actual_duration_hours: 14.4, fuel_gallons_used: 123.4, average_mpg: 7.04, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00000255, load_id: LOAD00000255, driver_id: DRV00016, truck_id: TRK00048, trailer_id: TRL00010, dispatch_date: 2022-01-04, actual_distance_miles: 964, actual_duration_hours: 15.0, fuel_gallons_used: 139.1, average_mpg: 6.93, idle_time_hours: 10.4, trip_status: Completed
trip_id: TRIP00000256, load_id: LOAD00000256, driver_id: DRV00063, truck_id: TRK00072, trailer_id: TRL00094, dispatch_date: 2022-01-04, actual_distance_miles: 637, actual_duration_hours: 12.5, fuel_gallons_used: 94.7, average_mpg: 6.73, idle_time_hours: 4.5, trip_status: Completed
trip_id: TRIP00000257, load_id: LOAD00000257, driver_id: nan, truck_id: TRK00049, trailer_id: TRL00070, dispatch_date: 2022-01-04, actual_distance_miles: 717, actual_duration_hours: 11.5, fuel_gallons_used: 98.8, average_mpg: 7.26, idle_time_hours: 3.1, trip_status: Completed
trip_id: TRIP00000258, load_id: LOAD00000258, driver_id: DRV00132, truck_id: TRK00002, trailer_id: TRL00125, dispatch_date: 2022-01-04, actual_distance_miles: 1617, actual_duration_hours: 31.3, fuel_gallons_used: 223.7, average_mpg: 7.23, idle_time_hours: 4.2, trip_status: Completed
trip_id: TRIP00000259, load_id: LOAD00000259, driver_id: DRV00111, truck_id: TRK00008, trailer_id: TRL00001, dispatch_date: 2022-01-04, actual_distance_miles: 820, actual_duration_hours: 14.9, fuel_gallons_used: 117.5, average_mpg: 6.98, idle_time_hours: 9.2, trip_status: Completed
trip_id: TRIP00000260, load_id: LOAD00000260, driver_id: DRV00147, truck_id: TRK00078, trailer_id: TRL00025, dispatch_date: 2022-01-04, actual_distance_miles: 589, actual_duration_hours: 9.3, fuel_gallons_used: 85.2, average_mpg: 6.91, idle_time_hours: 10.8, trip_status: Completed
trip_id: TRIP00000261, load_id: LOAD00000261, driver_id: DRV00147, truck_id: TRK00041, trailer_id: TRL00051, dispatch_date: 2022-01-04, actual_distance_miles: 2267, actual_duration_hours: 35.7, fuel_gallons_used: 359.8, average_mpg: 6.3, idle_time_hours: 9.3, trip_status: Completed
trip_id: TRIP00000262, load_id: LOAD00000262, driver_id: DRV00120, truck_id: TRK00095, trailer_id: TRL00150, dispatch_date: 2022-01-04, actual_distance_miles: 1314, actual_duration_hours: 26.3, fuel_gallons_used: 208.6, average_mpg: 6.3, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00000263, load_id: LOAD00000263, driver_id: DRV00132, truck_id: TRK00074, trailer_id: TRL00091, dispatch_date: 2022-01-04, actual_distance_miles: 1846, actual_duration_hours: 35.0, fuel_gallons_used: 325.0, average_mpg: 5.68, idle_time_hours: 4.2, trip_status: Completed
trip_id: TRIP00000264, load_id: LOAD00000264, driver_id: DRV00102, truck_id: TRK00060, trailer_id: TRL00019, dispatch_date: 2022-01-04, actual_distance_miles: 2137, actual_duration_hours: 33.8, fuel_gallons_used: 300.6, average_mpg: 7.11, idle_time_hours: 3.9, trip_status: Completed
trip_id: TRIP00000265, load_id: LOAD00000265, driver_id: DRV00132, truck_id: TRK00033, trailer_id: TRL00073, dispatch_date: 2022-01-04, actual_distance_miles: 2708, actual_duration_hours: 44.2, fuel_gallons_used: 401.2, average_mpg: 6.75, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00000266, load_id: LOAD00000266, driver_id: DRV00149, truck_id: TRK00101, trailer_id: TRL00021, dispatch_date: 2022-01-04, actual_distance_miles: 557, actual_duration_hours: 9.8, fuel_gallons_used: 97.4, average_mpg: 5.72, idle_time_hours: 9.1, trip_status: Completed
