incident_id: INC00000001, trip_id: TRIP00036079, truck_id: TRK00006, driver_id: DRV00006, incident_date: 2023-04-09 14:00:00, incident_type: Moving Violation, location_city: Columbus, location_state: PA, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 12629.26, cargo_damage_cost: 0.0, claim_amount: 12629.26, preventable_flag: True, description: Severe incident involving equipment
incident_id: INC00000079, trip_id: TRIP00017986, truck_id: TRK00055, driver_id: DRV00044, incident_date: 2022-08-18 01:00:00, incident_type: Customer Complaint, location_city: Miami, location_state: IL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 19373.44, cargo_damage_cost: 0.0, claim_amount: 19373.44, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000080, trip_id: TRIP00001528, truck_id: TRK00004, driver_id: DRV00057, incident_date: 2022-01-21 17:00:00, incident_type: Moving Violation, location_city: Memphis, location_state: NC, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 1898.17, cargo_damage_cost: 0.0, claim_amount: 1898.17, preventable_flag: False, description: Minor incident involving equipment
incident_id: INC00000081, trip_id: TRIP00000543, truck_id: TRK00014, driver_id: DRV00043, incident_date: 2022-01-08 22:00:00, incident_type: Accident, location_city: Seattle, location_state: CO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 10725.67, cargo_damage_cost: 0.0, claim_amount: 10725.67, preventable_flag: False, description: Moderate incident involving weather
incident_id: INC00000082, trip_id: TRIP00049352, truck_id: TRK00012, driver_id: DRV00013, incident_date: 2023-09-27 18:00:00, incident_type: Moving Violation, location_city: Philadelphia, location_state: CO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 3391.18, cargo_damage_cost: 35893.0, claim_amount: 39284.18, preventable_flag: True, description: Minor incident involving equipment
incident_id: INC00000083, trip_id: TRIP00014340, truck_id: TRK00007, driver_id: DRV00033, incident_date: 2022-07-04 02:00:00, incident_type: Equipment Damage, location_city: Dallas, location_state: OH, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 8606.98, claim_amount: 8606.98, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000084, trip_id: TRIP00081150, truck_id: TRK00059, driver_id: DRV00053, incident_date: 2024-11-08 05:00:00, incident_type: Equipment Damage, location_city: Salt Lake City, location_state: OR, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Minor incident involving equipment
incident_id: INC00000085, trip_id: TRIP00045060, truck_id: TRK00015, driver_id: DRV00065, incident_date: 2023-08-03 19:00:00, incident_type: Accident, location_city: Los Angeles, location_state: OH, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Moderate incident involving traffic
incident_id: INC00000086, trip_id: TRIP00078852, truck_id: TRK00120, driver_id: nan, incident_date: 2024-10-10 15:00:00, incident_type: DOT Violation, location_city: Columbus, location_state: WI, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Severe incident involving weather
incident_id: INC00000087, trip_id: TRIP00031278, truck_id: TRK00062, driver_id: DRV00050, incident_date: 2023-02-04 09:00:00, incident_type: Customer Complaint, location_city: Indianapolis, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Minor incident involving traffic
incident_id: INC00000088, trip_id: TRIP00030480, truck_id: TRK00080, driver_id: DRV00107, incident_date: 2023-01-26 03:00:00, incident_type: Customer Complaint, location_city: Los Angeles, location_state: NC, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 12833.93, cargo_damage_cost: 0.0, claim_amount: 12833.93, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000089, trip_id: TRIP00008529, truck_id: TRK00089, driver_id: DRV00055, incident_date: 2022-04-20 23:00:00, incident_type: DOT Violation, location_city: Chicago, location_state: IL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 4569.66, cargo_damage_cost: 45853.75, claim_amount: 50423.41, preventable_flag: False, description: Severe incident involving equipment
incident_id: INC00000090, trip_id: TRIP00056229, truck_id: TRK00040, driver_id: DRV00037, incident_date: 2023-12-26 10:00:00, incident_type: Accident, location_city: Philadelphia, location_state: PA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000091, trip_id: TRIP00070088, truck_id: TRK00062, driver_id: DRV00090, incident_date: 2024-06-18 15:00:00, incident_type: Accident, location_city: Milwaukee, location_state: NC, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 17306.77, cargo_damage_cost: 0.0, claim_amount: 17306.77, preventable_flag: True, description: Moderate incident involving weather
incident_id: INC00000092, trip_id: TRIP00082508, truck_id: TRK00067, driver_id: DRV00126, incident_date: 2024-11-25 13:00:00, incident_type: Accident, location_city: Omaha, location_state: MO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 21157.62, cargo_damage_cost: 5222.46, claim_amount: 26380.08, preventable_flag: False, description: Moderate incident involving equipment
incident_id: INC00000093, trip_id: TRIP00073906, truck_id: TRK00069, driver_id: DRV00138, incident_date: 2024-08-07 17:00:00, incident_type: Equipment Damage, location_city: Dallas, location_state: OK, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 14119.63, cargo_damage_cost: 0.0, claim_amount: 14119.63, preventable_flag: True, description: Minor incident involving other driver
incident_id: INC00000094, trip_id: TRIP00030254, truck_id: TRK00057, driver_id: DRV00071, incident_date: 2023-01-23 10:00:00, incident_type: Moving Violation, location_city: Columbus, location_state: OH, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 9874.61, cargo_damage_cost: 214.41, claim_amount: 10089.02, preventable_flag: False, description: Severe incident involving equipment
incident_id: INC00000095, trip_id: TRIP00082248, truck_id: TRK00002, driver_id: DRV00088, incident_date: 2024-11-21 16:00:00, incident_type: Accident, location_city: Memphis, location_state: NC, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 1279.18, cargo_damage_cost: 0.0, claim_amount: 1279.18, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000096, trip_id: TRIP00072443, truck_id: TRK00067, driver_id: DRV00051, incident_date: 2024-07-18 17:00:00, incident_type: Accident, location_city: Atlanta, location_state: NE, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 3427.03, cargo_damage_cost: 0.0, claim_amount: 3427.03, preventable_flag: False, description: Moderate incident involving weather
incident_id: INC00000097, trip_id: TRIP00082429, truck_id: TRK00068, driver_id: DRV00044, incident_date: 2024-11-24 11:00:00, incident_type: Moving Violation, location_city: Minneapolis, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 9235.63, cargo_damage_cost: 0.0, claim_amount: 9235.63, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000098, trip_id: TRIP00066619, truck_id: TRK00060, driver_id: DRV00122, incident_date: 2024-05-07 13:00:00, incident_type: Customer Complaint, location_city: Portland, location_state: TN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 8200.77, cargo_damage_cost: 9329.09, claim_amount: 17529.86, preventable_flag: True, description: Minor incident involving weather
incident_id: INC00000099, trip_id: TRIP00033943, truck_id: TRK00058, driver_id: DRV00098, incident_date: 2023-03-11 14:00:00, incident_type: DOT Violation, location_city: Columbus, location_state: AZ, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Severe incident involving traffic
incident_id: INC00000100, trip_id: TRIP00081124, truck_id: TRK00067, driver_id: DRV00108, incident_date: 2024-11-07 13:00:00, incident_type: DOT Violation, location_city: Minneapolis, location_state: PA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Moderate incident involving other driver
incident_id: INC00000101, trip_id: TRIP00039856, truck_id: TRK00029, driver_id: DRV00100, incident_date: 2023-05-27 01:00:00, incident_type: Accident, location_city: Portland, location_state: NY, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 14754.02, cargo_damage_cost: 15205.91, claim_amount: 29959.93, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000102, trip_id: TRIP00014527, truck_id: TRK00120, driver_id: DRV00092, incident_date: 2022-07-07 17:00:00, incident_type: Equipment Damage, location_city: Oklahoma City, location_state: IN, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 21112.58, cargo_damage_cost: 0.0, claim_amount: 21112.58, preventable_flag: False, description: Severe incident involving other driver
incident_id: INC00000103, trip_id: TRIP00059851, truck_id: TRK00101, driver_id: DRV00098, incident_date: 2024-02-11 03:00:00, incident_type: Accident, location_city: Phoenix, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Moderate incident involving weather
incident_id: INC00000104, trip_id: TRIP00004735, truck_id: TRK00072, driver_id: DRV00126, incident_date: 2022-03-03 16:00:00, incident_type: Moving Violation, location_city: Oklahoma City, location_state: MI, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 3683.8, cargo_damage_cost: 383.06, claim_amount: 4066.86, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000105, trip_id: TRIP00073231, truck_id: TRK00068, driver_id: DRV00003, incident_date: 2024-07-30 21:00:00, incident_type: Accident, location_city: Salt Lake City, location_state: GA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 9156.03, cargo_damage_cost: 0.0, claim_amount: 9156.03, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000106, trip_id: TRIP00061915, truck_id: TRK00116, driver_id: DRV00105, incident_date: 2024-03-09 07:00:00, incident_type: DOT Violation, location_city: Detroit, location_state: IL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Minor incident involving other driver
incident_id: INC00000107, trip_id: TRIP00017437, truck_id: TRK00030, driver_id: DRV00145, incident_date: 2022-08-12 19:00:00, incident_type: Moving Violation, location_city: Indianapolis, location_state: OH, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Moderate incident involving traffic
incident_id: INC00000108, trip_id: TRIP00058951, truck_id: TRK00058, driver_id: DRV00051, incident_date: 2024-01-30 18:00:00, incident_type: Accident, location_city: Kansas City, location_state: TN, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 2738.59, cargo_damage_cost: 0.0, claim_amount: 2738.59, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000109, trip_id: TRIP00077861, truck_id: TRK00023, driver_id: DRV00098, incident_date: 2024-09-27 21:00:00, incident_type: Accident, location_city: Omaha, location_state: UT, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 49744.07, claim_amount: 49744.07, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000110, trip_id: TRIP00046270, truck_id: TRK00031, driver_id: DRV00005, incident_date: 2023-08-17 09:00:00, incident_type: Moving Violation, location_city: Miami, location_state: PA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 6524.27, cargo_damage_cost: 0.0, claim_amount: 6524.27, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000111, trip_id: TRIP00038286, truck_id: TRK00074, driver_id: DRV00018, incident_date: 2023-05-08 20:00:00, incident_type: Equipment Damage, location_city: Los Angeles, location_state: TN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 14176.42, cargo_damage_cost: 32.85, claim_amount: 14209.27, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000112, trip_id: TRIP00026765, truck_id: TRK00083, driver_id: DRV00144, incident_date: 2022-12-10 20:00:00, incident_type: Moving Violation, location_city: Dallas, location_state: MN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 8635.87, cargo_damage_cost: 0.0, claim_amount: 8635.87, preventable_flag: True, description: Moderate incident involving weather
incident_id: INC00000113, trip_id: TRIP00016392, truck_id: TRK00096, driver_id: DRV00127, incident_date: 2022-08-01 00:00:00, incident_type: DOT Violation, location_city: Detroit, location_state: UT, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 837.51, cargo_damage_cost: 0.0, claim_amount: 837.51, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000114, trip_id: TRIP00001736, truck_id: TRK00019, driver_id: DRV00050, incident_date: 2022-01-23 04:00:00, incident_type: DOT Violation, location_city: Houston, location_state: FL, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 11269.86, cargo_damage_cost: 0.0, claim_amount: 11269.86, preventable_flag: True, description: Minor incident involving traffic
incident_id: INC00000115, trip_id: TRIP00017173, truck_id: TRK00019, driver_id: DRV00121, incident_date: 2022-08-09 17:00:00, incident_type: Customer Complaint, location_city: Detroit, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 6982.35, cargo_damage_cost: 0.0, claim_amount: 6982.35, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000116, trip_id: TRIP00008718, truck_id: TRK00020, driver_id: DRV00003, incident_date: 2022-04-22 01:00:00, incident_type: Customer Complaint, location_city: Portland, location_state: TN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 4300.84, cargo_damage_cost: 0.0, claim_amount: 4300.84, preventable_flag: False, description: Moderate incident involving weather
incident_id: INC00000117, trip_id: TRIP00020003, truck_id: TRK00061, driver_id: DRV00064, incident_date: 2022-09-14 22:00:00, incident_type: Moving Violation, location_city: Kansas City, location_state: NY, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Minor incident involving traffic
incident_id: INC00000118, trip_id: TRIP00009673, truck_id: TRK00065, driver_id: DRV00095, incident_date: 2022-05-04 02:00:00, incident_type: DOT Violation, location_city: Phoenix, location_state: OH, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 3594.57, cargo_damage_cost: 0.0, claim_amount: 3594.57, preventable_flag: True, description: Moderate incident involving weather
incident_id: INC00000119, trip_id: TRIP00081672, truck_id: TRK00036, driver_id: DRV00016, incident_date: 2024-11-14 11:00:00, incident_type: Customer Complaint, location_city: Indianapolis, location_state: FL, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 19126.05, cargo_damage_cost: 0.0, claim_amount: 19126.05, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000120, trip_id: TRIP00013764, truck_id: TRK00065, driver_id: DRV00069, incident_date: 2022-06-27 16:00:00, incident_type: Customer Complaint, location_city: Seattle, location_state: TX, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 21722.31, cargo_damage_cost: 0.0, claim_amount: 21722.31, preventable_flag: False, description: Minor incident involving equipment
incident_id: INC00000121, trip_id: TRIP00028932, truck_id: TRK00097, driver_id: DRV00058, incident_date: 2023-01-05 03:00:00, incident_type: Equipment Damage, location_city: New York, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 15928.79, cargo_damage_cost: 0.0, claim_amount: 15928.79, preventable_flag: False, description: Severe incident involving traffic
incident_id: INC00000122, trip_id: TRIP00013542, truck_id: TRK00036, driver_id: DRV00102, incident_date: 2022-06-23 16:00:00, incident_type: DOT Violation, location_city: Atlanta, location_state: MN, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 18614.97, cargo_damage_cost: 0.0, claim_amount: 18614.97, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000123, trip_id: TRIP00013736, truck_id: TRK00103, driver_id: DRV00058, incident_date: 2022-06-26 10:00:00, incident_type: Accident, location_city: Seattle, location_state: OR, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 21920.96, cargo_damage_cost: 15568.53, claim_amount: 37489.49, preventable_flag: True, description: Severe incident involving traffic
incident_id: INC00000124, trip_id: TRIP00013427, truck_id: TRK00095, driver_id: DRV00112, incident_date: 2022-06-23 00:00:00, incident_type: Accident, location_city: Omaha, location_state: MI, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 24566.39, cargo_damage_cost: 0.0, claim_amount: 24566.39, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000125, trip_id: TRIP00057239, truck_id: TRK00079, driver_id: DRV00143, incident_date: 2024-01-09 16:00:00, incident_type: Equipment Damage, location_city: Chicago, location_state: NE, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 2103.69, cargo_damage_cost: 37531.43, claim_amount: 39635.12, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000126, trip_id: TRIP00060013, truck_id: TRK00108, driver_id: DRV00099, incident_date: 2024-02-12 03:00:00, incident_type: Customer Complaint, location_city: Seattle, location_state: OR, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 9648.15, cargo_damage_cost: 0.0, claim_amount: 9648.15, preventable_flag: True, description: Moderate incident involving traffic
incident_id: INC00000127, trip_id: TRIP00042516, truck_id: TRK00073, driver_id: DRV00134, incident_date: 2023-07-01 07:00:00, incident_type: Accident, location_city: Chicago, location_state: TN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 18690.01, cargo_damage_cost: 0.0, claim_amount: 18690.01, preventable_flag: False, description: Minor incident involving other driver
incident_id: INC00000128, trip_id: TRIP00026426, truck_id: TRK00036, driver_id: DRV00113, incident_date: 2022-12-05 12:00:00, incident_type: Moving Violation, location_city: Phoenix, location_state: CO, at_fault_flag: True, injury_flag: True, vehicle_damage_cost: 19385.57, cargo_damage_cost: 0.0, claim_amount: 19385.57, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000129, trip_id: TRIP00053071, truck_id: TRK00073, driver_id: DRV00012, incident_date: 2023-11-15 21:00:00, incident_type: DOT Violation, location_city: Dallas, location_state: NY, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 4321.13, cargo_damage_cost: 34662.46, claim_amount: 38983.59, preventable_flag: True, description: Severe incident involving traffic
incident_id: INC00000130, trip_id: TRIP00054280, truck_id: TRK00065, driver_id: DRV00053, incident_date: 2023-11-30 10:00:00, incident_type: Moving Violation, location_city: Dallas, location_state: AZ, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 19681.98, cargo_damage_cost: 0.0, claim_amount: 19681.98, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000131, trip_id: TRIP00003278, truck_id: TRK00078, driver_id: DRV00058, incident_date: 2022-02-13 17:00:00, incident_type: Equipment Damage, location_city: Columbus, location_state: FL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 17099.92, cargo_damage_cost: 0.0, claim_amount: 17099.92, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000132, trip_id: TRIP00077187, truck_id: TRK00050, driver_id: DRV00147, incident_date: 2024-09-18 08:00:00, incident_type: DOT Violation, location_city: Memphis, location_state: NE, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 8811.67, cargo_damage_cost: 41316.05, claim_amount: 50127.72, preventable_flag: False, description: Moderate incident involving equipment
incident_id: INC00000133, trip_id: TRIP00056589, truck_id: TRK00004, driver_id: DRV00061, incident_date: 2023-12-30 00:00:00, incident_type: Equipment Damage, location_city: Detroit, location_state: TN, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 20190.09, cargo_damage_cost: 0.0, claim_amount: 20190.09, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000134, trip_id: TRIP00073902, truck_id: TRK00010, driver_id: DRV00118, incident_date: 2024-08-08 22:00:00, incident_type: Equipment Damage, location_city: Dallas, location_state: MO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 19578.75, cargo_damage_cost: 18583.37, claim_amount: 38162.12, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000135, trip_id: TRIP00024824, truck_id: TRK00079, driver_id: DRV00101, incident_date: 2022-11-13 15:00:00, incident_type: Moving Violation, location_city: Milwaukee, location_state: TX, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 17077.38, cargo_damage_cost: 31507.48, claim_amount: 48584.86, preventable_flag: True, description: Severe incident involving equipment
incident_id: INC00000136, trip_id: TRIP00051721, truck_id: TRK00024, driver_id: DRV00002, incident_date: 2023-10-28 12:00:00, incident_type: Moving Violation, location_city: Chicago, location_state: MO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 33681.19, claim_amount: 33681.19, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000137, trip_id: TRIP00021335, truck_id: TRK00110, driver_id: DRV00003, incident_date: 2022-10-02 21:00:00, incident_type: Customer Complaint, location_city: Salt Lake City, location_state: CA, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 6225.41, claim_amount: 6225.41, preventable_flag: True, description: Minor incident involving other driver
incident_id: INC00000138, trip_id: TRIP00037168, truck_id: TRK00098, driver_id: DRV00054, incident_date: 2023-04-21 08:00:00, incident_type: Customer Complaint, location_city: Philadelphia, location_state: TN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 24239.68, cargo_damage_cost: 0.0, claim_amount: 24239.68, preventable_flag: False, description: Minor incident involving weather
incident_id: INC00000139, trip_id: TRIP00018684, truck_id: TRK00095, driver_id: DRV00103, incident_date: 2022-08-29 18:00:00, incident_type: Customer Complaint, location_city: Omaha, location_state: OH, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 4379.68, claim_amount: 4379.68, preventable_flag: False, description: Moderate incident involving weather
incident_id: INC00000140, trip_id: TRIP00065805, truck_id: TRK00062, driver_id: DRV00074, incident_date: 2024-04-26 15:00:00, incident_type: Moving Violation, location_city: Los Angeles, location_state: TX, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 17565.57, cargo_damage_cost: 0.0, claim_amount: 17565.57, preventable_flag: False, description: Severe incident involving traffic
incident_id: INC00000141, trip_id: TRIP00057477, truck_id: TRK00019, driver_id: DRV00121, incident_date: 2024-01-10 21:00:00, incident_type: DOT Violation, location_city: Miami, location_state: OH, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 4607.3, claim_amount: 4607.3, preventable_flag: False, description: Minor incident involving traffic
incident_id: INC00000142, trip_id: TRIP00030945, truck_id: TRK00024, driver_id: DRV00053, incident_date: 2023-01-31 03:00:00, incident_type: DOT Violation, location_city: Charlotte, location_state: TN, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 7087.59, cargo_damage_cost: 7470.49, claim_amount: 14558.08, preventable_flag: False, description: Minor incident involving weather
incident_id: INC00000143, trip_id: TRIP00059853, truck_id: TRK00069, driver_id: DRV00033, incident_date: 2024-02-09 15:00:00, incident_type: Customer Complaint, location_city: Omaha, location_state: MO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 21803.47, cargo_damage_cost: 0.0, claim_amount: 21803.47, preventable_flag: True, description: Moderate incident involving weather
incident_id: INC00000144, trip_id: TRIP00061847, truck_id: TRK00031, driver_id: DRV00070, incident_date: 2024-03-08 21:00:00, incident_type: Accident, location_city: Miami, location_state: MI, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000145, trip_id: TRIP00062754, truck_id: TRK00019, driver_id: DRV00129, incident_date: 2024-03-17 04:00:00, incident_type: Moving Violation, location_city: Omaha, location_state: UT, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 14995.98, cargo_damage_cost: 0.0, claim_amount: 14995.98, preventable_flag: False, description: Minor incident involving traffic
incident_id: INC00000146, trip_id: TRIP00033475, truck_id: TRK00049, driver_id: DRV00047, incident_date: 2023-03-05 21:00:00, incident_type: Customer Complaint, location_city: Seattle, location_state: NE, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: True, description: Severe incident involving weather
incident_id: INC00000147, trip_id: TRIP00001341, truck_id: TRK00025, driver_id: DRV00099, incident_date: 2022-01-18 06:00:00, incident_type: DOT Violation, location_city: Atlanta, location_state: CO, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 12831.58, cargo_damage_cost: 0.0, claim_amount: 12831.58, preventable_flag: False, description: Minor incident involving other driver
incident_id: INC00000148, trip_id: TRIP00077827, truck_id: TRK00048, driver_id: DRV00095, incident_date: 2024-09-28 00:00:00, incident_type: Equipment Damage, location_city: Detroit, location_state: FL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 7869.76, cargo_damage_cost: 0.0, claim_amount: 7869.76, preventable_flag: False, description: Minor incident involving weather
incident_id: INC00000149, trip_id: TRIP00018371, truck_id: TRK00061, driver_id: DRV00012, incident_date: 2022-08-23 23:00:00, incident_type: DOT Violation, location_city: Kansas City, location_state: OR, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 15647.86, cargo_damage_cost: 2310.73, claim_amount: 17958.59, preventable_flag: True, description: Moderate incident involving traffic
incident_id: INC00000150, trip_id: TRIP00007345, truck_id: TRK00038, driver_id: DRV00056, incident_date: 2022-04-07 23:00:00, incident_type: Customer Complaint, location_city: Oklahoma City, location_state: OR, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 18410.14, claim_amount: 18410.14, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000151, trip_id: TRIP00058423, truck_id: TRK00082, driver_id: DRV00060, incident_date: 2024-01-23 01:00:00, incident_type: Accident, location_city: Milwaukee, location_state: WA, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 5762.54, cargo_damage_cost: 0.0, claim_amount: 5762.54, preventable_flag: False, description: Severe incident involving traffic
incident_id: INC00000152, trip_id: TRIP00024903, truck_id: TRK00001, driver_id: DRV00015, incident_date: 2022-11-15 00:00:00, incident_type: Equipment Damage, location_city: Milwaukee, location_state: OH, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Minor incident involving weather
incident_id: INC00000153, trip_id: TRIP00038790, truck_id: TRK00011, driver_id: DRV00081, incident_date: 2023-05-13 08:00:00, incident_type: Customer Complaint, location_city: Seattle, location_state: PA, at_fault_flag: True, injury_flag: True, vehicle_damage_cost: 15640.06, cargo_damage_cost: 28390.39, claim_amount: 44030.45, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000154, trip_id: TRIP00065647, truck_id: TRK00014, driver_id: DRV00094, incident_date: 2024-04-25 03:00:00, incident_type: Accident, location_city: Miami, location_state: GA, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 21868.6, cargo_damage_cost: 23572.73, claim_amount: 45441.33, preventable_flag: False, description: Severe incident involving traffic
incident_id: INC00000155, trip_id: TRIP00023895, truck_id: TRK00092, driver_id: DRV00019, incident_date: 2022-11-02 18:00:00, incident_type: Equipment Damage, location_city: Salt Lake City, location_state: IL, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 7673.56, cargo_damage_cost: 0.0, claim_amount: 7673.56, preventable_flag: False, description: Moderate incident involving weather
